eps1         u            sigma3        sigma3'       sigma1        sigma1'       p             q
0.1182      260.4610      396.3540      135.8930      471.3750      210.9140      160.9000      75.0210
0.1192      260.7470      396.3540      135.6070      471.5670      210.8200      160.6780      75.2130
0.1192      260.9680      396.3730      135.4050      471.7440      210.7760      160.5287      75.3710
0.1202      261.2070      396.3640      135.1570      471.8350      210.6280      160.3140      75.4710
0.1202      261.4350      396.3180      134.8830      471.9950      210.5600      160.1087      75.6770
0.1212      261.6990      396.3260      134.6270      472.1970      210.4980      159.9173      75.8710
0.1221      261.9530      396.4190      134.4660      472.3360      210.3830      159.7717      75.9170
0.1221      262.2030      396.3640      134.1610      472.5310      210.3280      159.5500      76.1670
0.1231      262.4200      396.2990      133.8790      472.6650      210.2450      159.3343      76.3660
0.1241      262.6550      396.4460      133.7910      472.8100      210.1550      159.2457      76.3640
0.1241      262.8940      396.3080      133.4140      472.9710      210.0770      158.9683      76.6630
0.1251      263.1400      396.2990      133.1590      473.1630      210.0230      158.7803      76.8640
0.1251      263.3570      396.4000      133.0430      473.2540      209.8970      158.6610      76.8540
0.1261      263.5660      396.3540      132.7880      473.3810      209.8150      158.4637      77.0270
0.1271      263.7980      396.3910      132.5930      473.5340      209.7360      158.3073      77.1430
0.1271      264.0810      396.3730      132.2920      473.6960      209.6150      158.0663      77.3230
0.1281      264.2570      396.3450      132.0880      473.8910      209.6340      157.9367      77.5460
0.1291      264.4930      396.2990      131.8060      474.0440      209.5510      157.7210      77.7450
0.1291      264.7720      396.3540      131.5820      474.1590      209.3870      157.5170      77.8050
0.1301      264.9590      396.3540      131.3950      474.3190      209.3600      157.3833      77.9650
0.1301      265.1950      396.4280      131.2330      474.4520      209.2570      157.2410      78.0240
0.1311      265.4260      396.3720      130.9460      474.6340      209.2080      157.0333      78.2620
0.1321      265.6140      396.4010      130.7870      474.7260      209.1120      156.8953      78.3250
0.1331      265.8420      396.3820      130.5400      474.8550      209.0130      156.6977      78.4730
0.1331      266.0840      396.2530      130.1690      474.9770      208.8930      156.4103      78.7240
0.1341      266.2940      396.2810      129.9870      475.1580      208.8640      156.2793      78.8770
0.1341      266.4960      396.4370      129.9410      475.2630      208.7670      156.2163      78.8260
0.1351      266.6980      396.2990      129.6010      475.4590      208.7610      155.9877      79.1600
0.1360      266.9590      396.3360      129.3770      475.5760      208.6170      155.7903      79.2400
0.1360      267.2050      396.2990      129.0940      475.7270      208.5220      155.5700      79.4280
0.1370      267.4040      396.3550      128.9510      475.8560      208.4520      155.4513      79.5010
0.1380      267.6060      396.2720      128.6660      476.0010      208.3950      155.2423      79.7290
0.1380      267.8340      396.3360      128.5020      476.1210      208.2870      155.0970      79.7850
0.1390      268.0430      396.3820      128.3390      476.1790      208.1360      154.9380      79.7970
0.1400      268.2600      396.4000      128.1400      476.3250      208.0650      154.7817      79.9250
0.1400      268.4840      396.4180      127.9340      476.4970      208.0130      154.6270      80.0790
0.1410      268.6860      396.4270      127.7410      476.6280      207.9420      154.4747      80.2010
0.1420      268.8810      396.3730      127.4920      476.7780      207.8970      154.2937      80.4050
0.1420      269.1130      396.3360      127.2230      476.9260      207.8130      154.0863      80.5900
0.1430      269.3370      396.2900      126.9530      477.0710      207.7340      153.8800      80.7810
0.1440      269.5720      396.3540      126.7820      477.1760      207.6040      153.7227      80.8220
0.1440      269.7740      396.3540      126.5800      477.3160      207.5420      153.5673      80.9620
0.1450      269.9690      396.3270      126.3580      477.4710      207.5020      153.4060      81.1440
0.1460      270.1780      396.3540      126.1760      477.5220      207.3440      153.2320      81.1680
0.1460      270.4280      396.3260      125.8980      477.6460      207.2180      153.0047      81.3200
0.1470      270.5830      396.3090      125.7260      477.7720      207.1890      152.8803      81.4630
0.1480      270.8000      396.2900      125.4900      477.9480      207.1480      152.7093      81.6580
0.1480      271.0570      396.2720      125.2150      478.0510      206.9940      152.4747      81.7790
0.1490      271.2370      396.3360      125.0990      478.1780      206.9410      152.3797      81.8420
0.1500      271.4350      396.3350      124.9000      478.2950      206.8600      152.2200      81.9600
0.1500      271.6600      396.4190      124.7590      478.4300      206.7700      152.0960      82.0110
0.1509      271.8760      396.2250      124.3490      478.6180      206.7420      151.8133      82.3930
0.1519      272.0710      396.3820      124.3110      478.6720      206.6010      151.7410      82.2900
0.1519      272.2400      396.3080      124.0680      478.7810      206.5410      151.5590      82.4730
0.1529      272.4790      396.3540      123.8750      478.8420      206.3630      151.3710      82.4880
0.1539      272.6850      396.3630      123.6780      479.0020      206.3170      151.2243      82.6390
0.1539      272.8760      396.2710      123.3950      479.1490      206.2730      151.0210      82.8780
0.1549      273.1080      396.2170      123.1090      479.2790      206.1710      150.7963      83.0620
0.1559      273.2950      396.2990      123.0040      479.3540      206.0590      150.6890      83.0550
0.1559      273.4790      396.3360      122.8570      479.4510      205.9720      150.5620      83.1150
0.1569      273.7140      396.3080      122.5940      479.6210      205.9070      150.3650      83.3130
0.1579      273.8940      396.3810      122.4870      479.7240      205.8300      150.2680      83.3430
0.1579      274.1110      396.2710      122.1600      479.8390      205.7280      150.0160      83.5680
0.1589      274.2770      396.3360      122.0590      479.8910      205.6140      149.9107      83.5550
0.1599      274.4750      396.2990      121.8240      480.0120      205.5370      149.7283      83.7130
0.1599      274.7030      396.2990      121.5960      480.1310      205.4280      149.5400      83.8320
0.1609      274.8570      396.3450      121.4880      480.2060      205.3490      149.4417      83.8610
0.1619      275.0740      396.3080      121.2340      480.3500      205.2760      149.2480      84.0420
0.1619      275.2650      396.3260      121.0610      480.4360      205.1710      149.0977      84.1100
0.1629      275.4750      396.3820      120.9070      480.5540      205.0790      148.9643      84.1720
0.1639      275.6620      396.3820      120.7200      480.6670      205.0050      148.8150      84.2850
0.1639      275.8720      396.3540      120.4820      480.8060      204.9340      148.6327      84.4520
0.1648      276.0480      396.2990      120.2510      480.8770      204.8290      148.4437      84.5780
0.1658      276.2430      396.3730      120.1300      480.9340      204.6910      148.3170      84.5610
0.1658      276.4230      396.2900      119.8670      481.0580      204.6350      148.1230      84.7680
0.1668      276.6140      396.3360      119.7220      481.1660      204.5520      147.9987      84.8300
0.1678      276.8020      396.3730      119.5710      481.2450      204.4430      147.8617      84.8720
0.1678      276.9820      396.3640      119.3820      481.3690      204.3870      147.7170      85.0050
0.1688      277.1730      396.2070      119.0340      481.4780      204.3050      147.4577      85.2710
0.1698      277.3820      396.3170      118.9350      481.5730      204.1910      147.3537      85.2560
0.1708      277.5440      396.2530      118.7090      481.7150      204.1710      147.1963      85.4620
0.1708      277.7650      396.2630      118.4980      481.7960      204.0310      147.0090      85.5330
0.1718      277.9300      396.3180      118.3880      481.8700      203.9400      146.9053      85.5520
0.1728      278.1030      396.3270      118.2240      481.9320      203.8290      146.7590      85.6050
0.1738      278.2860      396.2990      118.0130      482.0330      203.7470      146.5910      85.7340
0.1738      278.4670      396.3460      117.8790      482.1320      203.6650      146.4743      85.7860
0.1748      278.6320      396.3360      117.7040      482.2160      203.5840      146.3307      85.8800
0.1758      278.8410      396.3080      117.4670      482.3460      203.5050      146.1463      86.0380
0.1758      279.0250      396.3540      117.3290      482.4160      203.3910      146.0163      86.0620
0.1768      279.2160      396.3360      117.1200      482.5580      203.3420      145.8607      86.2220
0.1778      279.4150      396.3270      116.9120      482.6170      203.2020      145.6753      86.2900
0.1787      279.5910      396.2810      116.6900      482.7120      203.1210      145.5003      86.4310
0.1787      279.7790      396.2720      116.4930      482.8500      203.0710      145.3523      86.5780
0.1797      279.9040      396.3550      116.4510      482.8980      202.9940      145.2987      86.5430
0.1807      280.0870      396.3540      116.2670      482.9250      202.8380      145.1240      86.5710
0.1807      280.3040      396.3080      116.0040      483.0450      202.7410      144.9163      86.7370
0.1817      280.4770      396.3630      115.8860      483.1630      202.6860      144.8193      86.8000
0.1827      280.6200      396.2800      115.6600      483.2720      202.6520      144.6573      86.9920
0.1827      280.8520      396.3080      115.4560      483.3640      202.5120      144.4747      87.0560
0.1837      280.9840      396.3450      115.3610      483.4310      202.4470      144.3897      87.0860
0.1847      281.1750      396.4180      115.2430      483.5220      202.3470      144.2777      87.1040
0.1847      281.3660      396.2440      114.8780      483.6220      202.2560      144.0040      87.3780
0.1857      281.5130      396.3540      114.8410      483.6670      202.1540      143.9453      87.3130
0.1867      281.6490      396.3080      114.6590      483.7340      202.0850      143.8010      87.4260
0.1867      281.8660      396.3080      114.4420      483.8410      201.9750      143.6197      87.5330
0.1877      282.0170      396.4280      114.4110      483.9100      201.8930      143.5717      87.4820
0.1887      282.2010      396.2990      114.0980      484.0040      201.8030      143.3330      87.7050
0.1887      282.3850      396.4100      114.0250      484.0780      201.6930      143.2477      87.6680
0.1897      282.5240      396.3450      113.8210      484.2090      201.6850      143.1090      87.8640
0.1907      282.7080      396.3450      113.6370      484.2730      201.5650      142.9463      87.9280
0.1907      282.8770      396.2350      113.3580      484.3770      201.5000      142.7387      88.1420
0.1917      283.0860      396.3170      113.2310      484.4380      201.3520      142.6047      88.1210
0.1927      283.2220      396.3720      113.1500      484.5020      201.2800      142.5267      88.1300
0.1927      283.4210      396.3450      112.9240      484.5900      201.1690      142.3390      88.2450
0.1936      283.5500      396.3730      112.8230      484.6600      201.1100      142.2520      88.2870
0.1946      283.7260      396.3080      112.5820      484.7500      201.0240      142.0627      88.4420
0.1946      283.8800      396.3720      112.4920      484.7980      200.9180      141.9673      88.4260
0.1956      284.0720      396.2630      112.1910      484.9030      200.8310      141.7377      88.6400
0.1966      284.2150      396.2990      112.0840      485.0090      200.7940      141.6540      88.7100
0.1966      284.3770      396.3550      111.9780      485.0740      200.6970      141.5510      88.7190
0.1976      284.5820      396.2710      111.6890      485.1610      200.5790      141.3190      88.8900
0.1986      284.7220      396.3730      111.6510      485.2080      200.4860      141.2627      88.8350
0.1986      284.8760      396.3260      111.4500      485.2890      200.4130      141.1043      88.9630
0.1996      285.0450      396.2620      111.2170      485.3550      200.3100      140.9147      89.0930
0.2006      285.1780      396.3640      111.1860      485.3700      200.1920      140.8547      89.0060
0.2016      285.3650      396.3720      111.0070      485.4710      200.1060      140.7067      89.0990
0.2016      285.4900      396.3170      110.8270      485.5430      200.0530      140.5690      89.2260
0.2026      285.6450      396.3910      110.7460      485.6140      199.9690      140.4870      89.2230
0.2036      285.8320      396.4190      110.5870      485.6720      199.8400      140.3380      89.2530
0.2036      285.9750      396.3910      110.4160      485.7710      199.7960      140.2093      89.3800
0.2046      286.1370      396.3540      110.2170      485.8350      199.6980      140.0440      89.4810
0.2056      286.2840      396.2990      110.0150      485.9100      199.6260      139.8853      89.6110
0.2056      286.4240      396.3730      109.9490      485.9820      199.5580      139.8187      89.6090
0.2066      286.6220      396.2530      109.6310      486.0580      199.4360      139.5660      89.8050
0.2075      286.7660      396.3180      109.5520      486.0730      199.3070      139.4703      89.7550
0.2075      286.8940      396.3170      109.4230      486.1950      199.3010      139.3823      89.8780
0.2085      287.0520      396.2990      109.2470      486.2590      199.2070      139.2337      89.9600
0.2095      287.2470      396.3270      109.0800      486.3460      199.0990      139.0863      90.0190
0.2105      287.3980      396.2530      108.8550      486.4500      199.0520      138.9207      90.1970
0.2105      287.5340      396.3730      108.8390      486.4870      198.9530      138.8770      90.1140
0.2115      287.6880      396.3630      108.6750      486.5490      198.8610      138.7370      90.1860
0.2125      287.8240      396.2350      108.4110      486.6420      198.8180      138.5467      90.4070
0.2125      287.9600      396.2990      108.3390      486.7120      198.7520      138.4767      90.4130
0.2135      288.1290      396.2900      108.1610      486.7520      198.6230      138.3150      90.4620
0.2145      288.2720      396.3630      108.0910      486.7610      198.4890      138.2237      90.3980
0.2145      288.4340      396.2810      107.8470      486.8390      198.4050      138.0330      90.5580
0.2155      288.5590      396.3450      107.7860      486.8900      198.3310      137.9677      90.5450
0.2155      288.7060      396.3360      107.6300      486.9710      198.2650      137.8417      90.6350
0.2165      288.8750      396.3630      107.4880      487.0400      198.1650      137.7137      90.6770
0.2175      289.0550      396.3080      107.2530      487.1180      198.0630      137.5230      90.8100
0.2175      289.1800      396.4270      107.2470      487.1730      197.9930      137.4957      90.7460
0.2185      289.3050      396.3540      107.0490      487.2410      197.9360      137.3447      90.8870
0.2195      289.4850      396.2990      106.8140      487.3330      197.8480      137.1587      91.0340
0.2195      289.6210      396.3360      106.7150      487.3650      197.7440      137.0580      91.0290
0.2205      289.7610      396.3730      106.6120      487.4440      197.6830      136.9690      91.0710
0.2215      289.8860      396.2810      106.3950      487.4940      197.6080      136.7993      91.2130
0.2215      290.0550      396.2810      106.2260      487.5370      197.4820      136.6447      91.2560
0.2224      290.1870      396.3540      106.1670      487.6320      197.4450      136.5930      91.2780
0.2234      290.3230      396.3360      106.0130      487.6990      197.3760      136.4673      91.3630
0.2234      290.4560      396.3270      105.8710      487.7560      197.3000      136.3473      91.4290
0.2244      290.6390      396.2710      105.6320      487.8190      197.1800      136.1480      91.5480
