eps1          u            sigma3        sigma3'       sigma1        sigma1'       p             q
-0.1120      199.1210      400.2570      201.1360      328.0430      128.9220      177.0647      -72.2140
-0.1130      199.2240      400.1470      200.9230      328.0090      128.7850      176.8770      -72.1380
-0.1140      199.3680      400.1930      200.8250      327.8310      128.4630      176.7043      -72.3620
-0.1140      199.5180      400.1470      200.6290      327.7130      128.1950      176.4843      -72.4340
-0.1150      199.6430      400.2020      200.5590      327.5550      127.9120      176.3433      -72.6470
-0.1160      199.7900      400.1650      200.3750      327.4710      127.6810      176.1437      -72.6940
-0.1160      199.9340      400.2020      200.2680      327.3290      127.3950      175.9770      -72.8730
-0.1170      200.0470      400.1460      200.0990      327.2490      127.2020      175.8000      -72.8970
-0.1180      200.1690      400.2020      200.0330      327.1670      126.9980      175.6880      -73.0350
-0.1190      200.3080      400.2480      199.9400      326.9260      126.6180      175.4993      -73.3220
-0.1190      200.4220      400.2480      199.8260      326.8380      126.4160      175.3560      -73.4100
-0.1200      200.5690      400.1560      199.5870      326.7350      126.1660      175.1133      -73.4210
-0.1200      200.6910      400.2390      199.5480      326.5420      125.8510      174.9823      -73.6970
-0.1210      200.8120      400.2760      199.4640      326.4810      125.6690      174.8657      -73.7950
-0.1220      200.9700      400.0830      199.1130      326.3570      125.3870      174.5377      -73.7260
-0.1220      201.0800      400.2020      199.1220      326.2900      125.2100      174.4847      -73.9120
-0.1230      201.2490      400.2020      198.9530      326.1720      124.9230      174.2763      -74.0300
-0.1240      201.3960      400.1650      198.7690      326.0560      124.6600      174.0660      -74.1090
-0.1240      201.5030      400.1290      198.6260      325.9190      124.4160      173.8893      -74.2100
-0.1250      201.6350      400.2110      198.5760      325.8190      124.1840      173.7787      -74.3920
-0.1260      201.7490      400.1280      198.3790      325.7720      124.0230      173.5937      -74.3560
-0.1260      201.8960      400.1650      198.2690      325.6210      123.7250      173.4210      -74.5440
-0.1270      202.0400      400.1930      198.1530      325.4910      123.4510      173.2523      -74.7020
-0.1280      202.1790      400.3120      198.1330      325.3170      123.1380      173.1347      -74.9950
-0.1280      202.3150      400.2200      197.9050      325.2760      122.9610      172.9237      -74.9440
-0.1290      202.4660      400.1750      197.7090      325.1840      122.7180      172.7120      -74.9910
-0.1290      202.6090      400.2200      197.6110      325.0640      122.4550      172.5590      -75.1560
-0.1300      202.7420      400.1470      197.4050      325.0150      122.2730      172.3610      -75.1320
-0.1300      202.8960      400.1560      197.2600      324.8600      121.9640      172.1613      -75.2960
-0.1310      203.0210      400.1290      197.1080      324.7600      121.7390      171.9850      -75.3690
-0.1320      203.1350      400.2020      197.0670      324.6770      121.5420      171.8920      -75.5250
-0.1320      203.2970      400.1840      196.8870      324.5750      121.2780      171.6840      -75.6090
-0.1330      203.4140      400.2020      196.7880      324.4640      121.0500      171.5420      -75.7380
-0.1340      203.5720      400.2200      196.6480      324.3830      120.8110      171.3690      -75.8370
-0.1340      203.7270      400.2480      196.5210      324.2710      120.5440      171.1953      -75.9770
-0.1350      203.8400      400.2110      196.3710      324.2020      120.3620      171.0347      -76.0090
-0.1360      203.9760      400.1830      196.2070      324.2000      120.2240      170.8793      -75.9830
-0.1360      204.1530      400.2570      196.1040      324.1070      119.9540      170.7207      -76.1500
-0.1370      204.2450      400.2110      195.9660      323.9820      119.7370      170.5563      -76.2290
-0.1380      204.3880      400.1740      195.7860      323.8620      119.4740      170.3487      -76.3120
-0.1380      204.5570      400.1280      195.5710      323.8110      119.2540      170.1320      -76.3170
-0.1390      204.6530      400.2660      195.6130      323.6770      119.0240      170.0833      -76.5890
-0.1400      204.8140      400.2380      195.4240      323.5610      118.7470      169.8650      -76.6770
-0.1400      204.9030      400.1560      195.2530      323.5450      118.6420      169.7160      -76.6110
-0.1410      205.0640      400.2020      195.1380      323.4410      118.3770      169.5510      -76.7610
-0.1420      205.2110      400.2470      195.0360      323.3720      118.1610      169.4110      -76.8750
-0.1420      205.3620      400.1560      194.7940      323.2700      117.9080      169.1653      -76.8860
-0.1430      205.5130      400.1470      194.6340      323.2890      117.7760      169.0147      -76.8580
-0.1440      205.6450      400.1740      194.5290      323.1360      117.4910      168.8497      -77.0380
-0.1440      205.7410      400.2020      194.4610      323.0830      117.3420      168.7547      -77.1190
-0.1450      205.9100      400.1750      194.2650      323.0630      117.1530      168.5610      -77.1120
-0.1460      206.0310      400.1840      194.1530      322.9220      116.8910      168.3990      -77.2620
-0.1460      206.1780      400.1650      193.9870      322.8090      116.6310      168.2017      -77.3560
-0.1470      206.2880      400.2660      193.9780      322.6870      116.3990      168.1183      -77.5790
-0.1470      206.4430      400.1840      193.7410      322.6770      116.2340      167.9053      -77.5070
-0.1480      206.6080      400.2020      193.5940      322.6500      116.0420      167.7433      -77.5520
-0.1490      206.7510      400.1190      193.3680      322.6280      115.8770      167.5377      -77.4910
-0.1500      206.8910      400.2020      193.3110      322.5060      115.6150      167.4123      -77.6960
-0.1500      207.0560      400.1560      193.1000      322.3960      115.3400      167.1800      -77.7600
-0.1510      207.1850      400.2020      193.0170      322.3090      115.1240      167.0527      -77.8930
-0.1520      207.3140      400.2390      192.9250      322.2420      114.9280      166.9260      -77.9970
-0.1530      207.4310      400.2110      192.7800      322.2350      114.8040      166.7880      -77.9760
-0.1530      207.5890      400.1740      192.5850      322.1530      114.5640      166.5780      -78.0210
-0.1540      207.7070      400.2200      192.5130      322.0070      114.3000      166.4420      -78.2130
-0.1540      207.8720      400.1920      192.3200      321.9620      114.0900      166.2433      -78.2300
-0.1550      208.0410      400.1370      192.0960      322.0170      113.9760      166.0560      -78.1200
-0.1560      208.2000      400.1930      191.9930      321.9470      113.7470      165.9110      -78.2460
-0.1560      208.3360      400.2300      191.8940      321.8260      113.4900      165.7593      -78.4040
-0.1570      208.4790      400.2480      191.7690      321.7330      113.2540      165.5973      -78.5150
-0.1580      208.6070      400.2200      191.6130      321.6610      113.0540      165.4267      -78.5590
-0.1580      208.7430      400.2570      191.5140      321.5320      112.7890      165.2723      -78.7250
-0.1590      208.8830      400.2020      191.3190      321.5370      112.6540      165.0973      -78.6650
-0.1600      209.0560      400.2300      191.1740      321.4870      112.4310      164.9263      -78.7430
-0.1600      209.1620      400.1920      191.0300      321.4660      112.3040      164.7880      -78.7260
-0.1610      209.3320      400.1930      190.8610      321.3850      112.0530      164.5917      -78.8080
-0.1610      209.4970      400.2200      190.7230      321.3490      111.8520      164.4327      -78.8710
-0.1620      209.6000      400.2570      190.6570      321.3260      111.7260      164.3467      -78.9310
-0.1630      209.7510      400.1660      190.4150      321.3100      111.5590      164.1297      -78.8560
-0.1630      209.8680      400.1560      190.2880      321.2460      111.3780      163.9847      -78.9100
-0.1640      210.0480      400.2200      190.1720      321.1570      111.1090      163.8177      -79.0630
-0.1640      210.1470      400.2200      190.0730      321.0880      110.9410      163.6957      -79.1320
-0.1650      210.2870      400.2110      189.9240      321.0710      110.7840      163.5440      -79.1400
-0.1660      210.4490      400.1930      189.7440      321.0240      110.5750      163.3543      -79.1690
-0.1660      210.5700      400.2290      189.6590      320.9500      110.3800      163.2327      -79.2790
-0.1670      210.7100      400.1200      189.4100      320.9020      110.1920      163.0040      -79.2180
-0.1680      210.8720      400.1660      189.2940      320.8140      109.9420      162.8433      -79.3520
-0.1680      211.0080      400.2480      189.2400      320.7590      109.7510      162.7437      -79.4890
-0.1690      211.1730      400.2850      189.1120      320.7310      109.5580      162.5940      -79.5540
-0.1700      211.3200      400.2020      188.8820      320.7270      109.4070      162.3903      -79.4750
-0.1700      211.4600      400.2120      188.7520      320.6600      109.2000      162.2347      -79.5520
-0.1710      211.5590      400.1650      188.6060      320.5710      109.0120      162.0747      -79.5940
-0.1720      211.7130      400.1830      188.4700      320.4930      108.7800      161.9067      -79.6900
-0.1720      211.8570      400.2020      188.3450      320.4600      108.6030      161.7643      -79.7420
-0.1730      212.0000      400.1750      188.1750      320.4500      108.4500      161.6000      -79.7250
-0.1740      212.1400      400.2580      188.1180      320.4460      108.3060      161.5140      -79.8120
-0.1740      212.3090      400.2670      187.9580      320.4220      108.1130      161.3430      -79.8450
-0.1750      212.4370      400.2110      187.7740      320.3640      107.9270      161.1583      -79.8470
-0.1760      212.5920      400.2480      187.6560      320.3040      107.7120      161.0080      -79.9440
-0.1760      212.7500      400.2300      187.4800      320.2930      107.5430      160.8343      -79.9370
-0.1770      212.8750      400.1290      187.2540      320.3450      107.4700      160.6593      -79.7840
-0.1770      213.0030      400.2020      187.1990      320.2470      107.2440      160.5473      -79.9550
-0.1780      213.1390      400.2390      187.1000      320.1540      107.0150      160.4050      -80.0850
-0.1790      213.2830      400.1930      186.9100      320.1070      106.8240      160.2147      -80.0860
-0.1800      213.4520      400.2760      186.8240      320.0500      106.5980      160.0820      -80.2260
-0.1800      213.5620      400.1750      186.6130      320.0440      106.4820      159.9027      -80.1310
-0.1810      213.7420      400.2570      186.5150      320.0390      106.2970      159.7757      -80.2180
-0.1820      213.8670      400.2200      186.3530      320.0240      106.1570      159.6210      -80.1960
-0.1830      214.0510      400.1750      186.1240      320.0050      105.9540      159.4007      -80.1700
-0.1830      214.1650      400.1750      186.0100      319.9360      105.7710      159.2637      -80.2390
-0.1840      214.2930      400.1470      185.8540      319.9120      105.6190      159.1090      -80.2350
-0.1850      214.4180      400.1830      185.7650      319.9210      105.5030      159.0110      -80.2620
-0.1850      214.5620      400.1750      185.6130      319.8470      105.2850      158.8370      -80.3280
-0.1860      214.6830      400.2300      185.5470      319.7570      105.0740      158.7227      -80.4730
-0.1870      214.8230      400.1840      185.3610      319.7050      104.8820      158.5347      -80.4790
-0.1870      215.0060      400.1740      185.1680      319.6630      104.6570      158.3310      -80.5110
-0.1880      215.1200      400.2750      185.1550      319.6240      104.5040      158.2713      -80.6510
-0.1890      215.2640      400.2120      184.9480      319.6420      104.3780      158.0913      -80.5700
-0.1890      215.4250      400.2380      184.8130      319.6790      104.2540      157.9600      -80.5590
-0.1900      215.5500      400.2200      184.6700      319.6600      104.1100      157.8167      -80.5600
-0.1910      215.7050      400.1930      184.4880      319.5940      103.8890      157.6217      -80.5990
-0.1910      215.8660      400.1280      184.2620      319.5310      103.6650      157.3963      -80.5970
-0.1920      215.9690      400.1930      184.2240      319.4580      103.4890      157.3123      -80.7350
-0.1930      216.1090      400.1930      184.0840      319.4640      103.3550      157.1743      -80.7290
-0.1930      216.2600      400.2300      183.9700      319.4640      103.2040      157.0480      -80.7660
-0.1940      216.4250      400.1930      183.7680      319.4450      103.0200      156.8520      -80.7480
-0.1950      216.5610      400.3120      183.7510      319.3810      102.8200      156.7740      -80.9310
-0.1950      216.6970      400.2390      183.5420      319.3540      102.6570      156.5803      -80.8850
-0.1960      216.8840      400.1280      183.2440      319.3810      102.4970      156.3283      -80.7470
-0.1970      217.0200      400.1740      183.1540      319.3770      102.3570      156.2217      -80.7970
-0.1970      217.1160      400.2300      183.1140      319.2960      102.1800      156.1360      -80.9340
-0.1980      217.2410      400.2110      182.9700      319.2770      102.0360      155.9920      -80.9340
-0.1990      217.4030      400.2020      182.7990      319.2900      101.8870      155.8283      -80.9120
-0.1990      217.5280      400.1930      182.6650      319.2740      101.7460      155.6920      -80.9190
-0.2000      217.6750      400.1930      182.5180      319.2180      101.5430      155.5263      -80.9750
-0.2010      217.8330      400.1840      182.3510      319.1830      101.3500      155.3507      -81.0010
-0.2010      217.9500      400.1830      182.2330      319.1170      101.1670      155.2110      -81.0660
-0.2020      218.1520      400.2290      182.0770      319.1310      100.9790      155.0443      -81.0980
-0.2020      218.2330      400.1740      181.9410      319.1770      100.9440      154.9420      -80.9970
-0.2030      218.4320      400.2210      181.7890      319.1800      100.7480      154.7753      -81.0410
-0.2040      218.5310      400.2850      181.7540      319.0700      100.5390      154.6823      -81.2150
-0.2050      218.6410      400.1830      181.5420      319.0480      100.4070      154.4970      -81.1350
-0.2050      218.8100      400.1560      181.3460      319.0470      100.2370      154.3097      -81.1090
-0.2060      218.9130      400.2390      181.3260      319.0020      100.0890      154.2470      -81.2370
-0.2070      219.0350      400.1470      181.1120      319.0370      100.0020      154.0753      -81.1100
-0.2070      219.2070      400.1830      180.9760      319.0425      99.8355      153.9292      -81.1405
-0.2080      219.3430      400.2940      180.9510      318.9910      99.6480      153.8500      -81.3030
-0.2090      219.5010      400.1920      180.6910      318.9841      99.4831      153.6217      -81.2079
-0.2090      219.6630      400.2480      180.5850      318.9973      99.3343      153.5014      -81.2507
-0.2100      219.7880      400.2300      180.4420      319.0007      99.2127      153.3656      -81.2293
-0.2110      219.8800      400.2110      180.3310      319.0042      99.1242      153.2621      -81.2068
-0.2110      220.0310      400.2300      180.1990      318.8945      98.8635      153.0872      -81.3355
-0.2120      220.1960      400.2300      180.0340      318.8643      98.6683      152.9121      -81.3657
-0.2130      220.3030      400.2300      179.9270      318.9294      98.6264      152.8268      -81.3006
