eps1          u            sigma3        sigma3'       sigma1        sigma1'       p             q
[%]          [kPa]         [kPa]         [kPa]         [kPa]         [kPa]         [kPa]         [kPa] 

-4.9915      388.6360      399.6471      11.0111      391.4255      2.7895      8.2706      -8.2216
-4.9925      388.6330      399.6570      11.0240      391.4231      2.7901      8.2794      -8.2339
-4.9935      388.6950      399.5923      10.8973      391.4400      2.7450      8.1799      -8.1523
-4.9935      388.6800      399.6563      10.9763      391.4302      2.7502      8.2343      -8.2261
-4.9945      388.6550      399.6660      11.0110      391.4038      2.7488      8.2569      -8.2622
-4.9955      388.6690      399.6656      10.9966      391.4151      2.7461      8.2464      -8.2505
-4.9955      388.6620      399.6844      11.0224      391.4213      2.7593      8.2680      -8.2631
-4.9965      388.7020      399.5827      10.8807      391.4229      2.7209      8.1608      -8.1598
-4.9965      388.6880      399.7120      11.0240      391.4122      2.7242      8.2574      -8.2998
-4.9975      388.6580      399.6932      11.0352      391.4257      2.7677      8.2794      -8.2676
-4.9985      388.6550      399.6660      11.0110      391.4113      2.7563      8.2594      -8.2547
-4.9995      388.6650      399.5735      10.9085      391.4255      2.7605      8.1925      -8.1480
-4.9995      388.6690      399.6748      11.0058      391.3998      2.7308      8.2475      -8.2751
-5.0005      388.6690      399.6197      10.9507      391.4065      2.7375      8.2130      -8.2132
-5.0015      388.6330      399.6019      10.9689      391.4051      2.7721      8.2366      -8.1968
-5.0015      388.6760      399.6744      10.9984      391.4031      2.7271      8.2413      -8.2713
-5.0025      388.6620      399.6200      10.9580      391.4341      2.7721      8.2294      -8.1859
-5.0035      388.6880      399.6937      11.0057      391.3937      2.7057      8.2390      -8.3000
-5.0035      388.6760      399.7111      11.0351      391.4145      2.7385      8.2696      -8.2966
-5.0045      388.6550      399.6477      10.9927      391.4445      2.7895      8.2583      -8.2032
-5.0055      388.6760      399.6009      10.9249      391.4391      2.7631      8.2043      -8.1618
-5.0065      388.6910      399.7481      11.0571      391.3863      2.6953      8.2698      -8.3619
-5.0065      388.6730      399.6751      11.0021      391.4192      2.7462      8.2501      -8.2560
-5.0075      388.6510      399.6749      11.0239      391.4308      2.7798      8.2759      -8.2441
-5.0085      388.6800      399.5921      10.9121      391.4461      2.7661      8.1968      -8.1460
-5.0085      388.6550      399.6660      11.0110      391.3987      2.7437      8.2552      -8.2673
-5.0095      388.6650      399.6745      11.0095      391.4023      2.7373      8.2521      -8.2722
-5.0105      388.6650      399.6653      11.0003      391.4093      2.7443      8.2483      -8.2561
-5.0115      388.6840      399.6475      10.9635      391.4277      2.7437      8.2236      -8.2198
-5.0115      388.6760      399.6101      10.9341      391.4195      2.7435      8.2039      -8.1906
-5.0125      388.6730      399.7302      11.0572      391.3727      2.6997      8.2714      -8.3575
-5.0135      388.6620      399.6751      11.0131      391.3986      2.7366      8.2543      -8.2765
-5.0135      388.6650      399.6928      11.0278      391.3763      2.7113      8.2556      -8.3165
-5.0145      388.7060      399.6290      10.9230      391.4175      2.7115      8.1858      -8.2115
-5.0155      388.6990      399.7212      11.0222      391.3911      2.6921      8.2455      -8.3301
-5.0165      388.6690      399.6380      10.9690      391.4102      2.7412      8.2264      -8.2278
-5.0165      388.6840      399.6383      10.9543      391.3830      2.6990      8.2025      -8.2553
-5.0175      388.6910      399.6287      10.9377      391.4054      2.7144      8.1966      -8.2233
-5.0186      388.6990      399.6661      10.9671      391.4092      2.7102      8.2148      -8.2569
-5.0196      388.6880      399.6937      11.0057      391.3920      2.7040      8.2385      -8.3017
-5.0196      388.6620      399.7578      11.0958      391.3744      2.7124      8.3013      -8.3834
-5.0206      388.6730      399.6383      10.9653      391.4101      2.7371      8.2226      -8.2282
-5.0216      388.6760      399.6927      11.0167      391.3833      2.7073      8.2469      -8.3094
-5.0216      388.7020      399.6378      10.9358      391.4174      2.7154      8.1957      -8.2204
-5.0226      388.6840      399.6383      10.9543      391.4022      2.7182      8.2089      -8.2361
-5.0236      388.6760      399.6927      11.0167      391.4026      2.7266      8.2533      -8.2901
-5.0236      388.6880      399.6294      10.9414      391.4329      2.7449      8.2092      -8.1965
-5.0246      388.6910      399.6838      10.9928      391.3978      2.7068      8.2308      -8.2860
-5.0256      388.6690      399.6473      10.9783      391.4181      2.7491      8.2352      -8.2292
-5.0256      388.6580      399.6197      10.9617      391.4432      2.7852      8.2362      -8.1765
-5.0266      388.6690      399.7482      11.0792      391.3723      2.7033      8.2872      -8.3759
-5.0276      388.7130      399.6561      10.9431      391.3990      2.6860      8.1907      -8.2571
-5.0276      388.6910      399.6471      10.9561      391.4058      2.7148      8.2090      -8.2413
-5.0286      388.6580      399.7208      11.0628      391.4171      2.7591      8.2949      -8.3037
-5.0296      388.6620      399.6109      10.9489      391.4541      2.7921      8.2300      -8.1568
-5.0296      388.6990      399.6110      10.9120      391.4304      2.7314      8.1851      -8.1806
-5.0306      388.6840      399.7117      11.0277      391.3808      2.6968      8.2507      -8.3309
-5.0316      388.6950      399.6382      10.9432      391.4052      2.7102      8.1989      -8.2331
-5.0316      388.6800      399.6839      11.0039      391.3856      2.7056      8.2378      -8.2983
-5.0326      388.6950      399.6198      10.9248      391.4267      2.7317      8.1938      -8.1931
-5.0336      388.6730      399.6476      10.9746      391.4334      2.7604      8.2365      -8.2142
-5.0346      388.6910      399.6930      11.0020      391.4056      2.7146      8.2395      -8.2874
-5.0346      388.6950      399.7300      11.0350      391.3623      2.6673      8.2458      -8.3677
-5.0356      388.6800      399.6655      10.9855      391.4148      2.7348      8.2353      -8.2507
-5.0356      388.7130      399.5919      10.8789      391.4629      2.7499      8.1692      -8.1290
-5.0366      388.7020      399.7205      11.0185      391.4040      2.7020      8.2463      -8.3165
-5.0376      388.7020      399.6378      10.9358      391.4196      2.7176      8.1964      -8.2182
-5.0376      388.6910      399.6930      11.0020      391.3739      2.6829      8.2290      -8.3191
-5.0386      388.7130      399.5919      10.8789      391.4308      2.7178      8.1585      -8.1611
-5.0396      388.6840      399.6659      10.9819      391.4226      2.7386      8.2341      -8.2433
-5.0406      388.6990      399.6385      10.9395      391.4438      2.7448      8.2079      -8.1947
-5.0406      388.6950      399.6107      10.9157      391.3856      2.6906      8.1740      -8.2251
-5.0416      388.6950      399.6198      10.9248      391.4138      2.7188      8.1895      -8.2060
-5.0426      388.7060      399.5830      10.8770      391.4537      2.7477      8.1672      -8.1293
-5.0426      388.7130      399.7021      10.9891      391.4174      2.7044      8.2275      -8.2847
-5.0436      388.7170      399.7575      11.0405      391.3754      2.6584      8.2465      -8.3821
-5.0446      388.6800      399.6472      10.9672      391.4005      2.7205      8.2183      -8.2468
-5.0446      388.7280      399.6475      10.9195      391.4084      2.6804      8.1731      -8.2391
-5.0456      388.7100      399.6660      10.9560      391.4300      2.7200      8.2107      -8.2360
-5.0466      388.6990      399.6936      10.9946      391.4248      2.7258      8.2383      -8.2688
-5.0466      388.6840      399.6108      10.9268      391.4601      2.7761      8.2099      -8.1507
-5.0476      388.7130      399.5275      10.8145      391.4358      2.7228      8.1173      -8.0917
-5.0486      388.7350      399.6655      10.9305      391.4332      2.6982      8.1864      -8.2323
-5.0496      388.7280      399.7026      10.9746      391.4172      2.6892      8.2128      -8.2854
-5.0496      388.6910      399.7481      11.0571      391.4054      2.7144      8.2762      -8.3427
-5.0506      388.6990      399.6385      10.9395      391.4348      2.7358      8.2049      -8.2037
-5.0506      388.7430      399.5467      10.8037      391.4656      2.7226      8.1100      -8.0812
-5.0516      388.7020      399.6838      10.9818      391.3714      2.6694      8.2110      -8.3124
-5.0526      388.7060      399.6748      10.9688      391.4180      2.7120      8.2165      -8.2568
-5.0526      388.6950      399.6198      10.9248      391.4643      2.7693      8.2063      -8.1555
-5.0536      388.7130      399.6561      10.9431      391.4514      2.7384      8.2082      -8.2047
-5.0536      388.7280      399.6934      10.9654      391.3726      2.6446      8.1918      -8.3208
-5.0546      388.6760      399.6469      10.9709      391.4067      2.7307      8.2242      -8.2402
-5.0556      388.6990      399.6110      10.9120      391.4673      2.7683      8.1974      -8.1437
-5.0556      388.7430      399.6385      10.8955      391.4463      2.7033      8.1648      -8.1923
-5.0566      388.7210      399.6567      10.9357      391.4239      2.7029      8.1914      -8.2328
-5.0576      388.7170      399.6840      10.9670      391.3750      2.6580      8.1973      -8.3090
-5.0576      388.7130      399.6928      10.9798      391.4229      2.7099      8.2232      -8.2700
-5.0587      388.7100      399.6293      10.9193      391.4528      2.7428      8.1938      -8.1765
-5.0587      388.7280      399.5832      10.8552      391.4562      2.7282      8.1462      -8.1270
-5.0597      388.7460      399.7022      10.9562      391.4117      2.6657      8.1927      -8.2905
-5.0607      388.7210      399.6292      10.9082      391.4168      2.6958      8.1707      -8.2124
-5.0607      388.7240      399.6009      10.8769      391.4254      2.7014      8.1517      -8.1755
-5.0617      388.7350      399.5828      10.8478      391.4674      2.7324      8.1427      -8.1154
-5.0617      388.6990      399.6294      10.9304      391.4486      2.7496      8.2035      -8.1808
-5.0627      388.7280      399.6659      10.9379      391.4281      2.7001      8.1920      -8.2378
-5.0637      388.6880      399.6018      10.9138      391.4104      2.7224      8.1833      -8.1914
-5.0647      388.7170      399.6931      10.9761      391.3513      2.6343      8.1955      -8.3418
-5.0647      388.7240      399.6193      10.8953      391.4073      2.6833      8.1580      -8.2121
-5.0657      388.6950      399.6290      10.9340      391.4281      2.7331      8.2004      -8.2010
-5.0667      388.6950      399.6474      10.9524      391.4337      2.7387      8.2145      -8.2137
-5.0667      388.7060      399.7299      11.0239      391.3707      2.6647      8.2375      -8.3593
-5.0677      388.7280      399.6383      10.9103      391.4130      2.6850      8.1685      -8.2253
-5.0687      388.7020      399.6562      10.9542      391.4102      2.7082      8.2055      -8.2460
-5.0687      388.7240      399.5918      10.8678      391.4673      2.7433      8.1596      -8.1245
-5.0697      388.6990      399.6294      10.9304      391.4359      2.7369      8.1992      -8.1935
-5.0707      388.7240      399.6009      10.8769      391.3810      2.6570      8.1369      -8.2199
-5.0707      388.7170      399.6564      10.9394      391.3510      2.6340      8.1709      -8.3054
-5.0717      388.6910      399.6011      10.9101      391.4562      2.7652      8.1951      -8.1449
-5.0727      388.6990      399.6385      10.9395      391.4246      2.7256      8.2015      -8.2139
-5.0737      388.6990      399.6294      10.9304      391.4077      2.7087      8.1898      -8.2217
-5.0747      388.7280      399.6383      10.9103      391.4043      2.6763      8.1656      -8.2340
-5.0747      388.7060      399.6473      10.9413      391.4010      2.6950      8.1925      -8.2463
-5.0757      388.7240      399.6377      10.9137      391.4472      2.7232      8.1835      -8.1905
-5.0767      388.7130      399.6010      10.8880      391.4714      2.7584      8.1781      -8.1296
-5.0767      388.7430      399.6661      10.9231      391.4467      2.7037      8.1833      -8.2194
-5.0777      388.6950      399.6658      10.9708      391.4026      2.7076      8.2164      -8.2632
-5.0787      388.7240      399.6377      10.9137      391.3837      2.6597      8.1624      -8.2540
-5.0787      388.6730      399.6016      10.9286      391.4202      2.7472      8.2015      -8.1814
-5.0797      388.7240      399.6836      10.9596      391.4195      2.6955      8.2049      -8.2641
-5.0807      388.7500      399.6014      10.8514      391.4357      2.6857      8.1295      -8.1658
-5.0817      388.7320      399.6475      10.9155      391.3889      2.6569      8.1626      -8.2586
-5.0817      388.7240      399.6377      10.9137      391.4109      2.6869      8.1714      -8.2269
-5.0827      388.7060      399.6748      10.9688      391.3910      2.6850      8.2075      -8.2838
-5.0837      388.7060      399.5646      10.8586      391.4436      2.7376      8.1516      -8.1210
-5.0837      388.7540      399.6752      10.9212      391.4190      2.6650      8.1691      -8.2562
-5.0847      388.7240      399.6193      10.8953      391.4286      2.7046      8.1651      -8.1907
-5.0857      388.7130      399.6102      10.8972      391.3843      2.6713      8.1552      -8.2259
-5.0857      388.7430      399.6110      10.8680      391.4245      2.6815      8.1392      -8.1865
-5.0867      388.7130      399.5735      10.8605      391.4084      2.6954      8.1388      -8.1651
-5.0877      388.7020      399.5919      10.8899      391.4337      2.7317      8.1705      -8.1583
-5.0877      388.7170      399.6380      10.9210      391.4265      2.7095      8.1838      -8.2115
-5.0887      388.6990      399.6477      10.9487      391.4039      2.7049      8.2008      -8.2438
-5.0897      388.7430      399.6018      10.8588      391.4510      2.7080      8.1419      -8.1508
-5.0897      388.7240      399.6469      10.9229      391.4387      2.7147      8.1868      -8.2082
-5.0907      388.7430      399.6936      10.9506      391.4162      2.6732      8.1915      -8.2774
-5.0917      388.7060      399.6473      10.9413      391.3956      2.6896      8.1907      -8.2517
-5.0917      388.7210      399.6567      10.9357      391.3491      2.6281      8.1665      -8.3076
-5.0927      388.7240      399.6285      10.9045      391.4127      2.6887      8.1659      -8.2158
-5.0927      388.7320      399.5924      10.8604      391.4455      2.7135      8.1448      -8.1469
-5.0937      388.7240      399.6193      10.8953      391.4396      2.7156      8.1687      -8.1798
-5.0947      388.7350      399.6746      10.9396      391.4014      2.6664      8.1819      -8.2732
-5.0947      388.7390      399.5923      10.8533      391.4138      2.6748      8.1271      -8.1785
-5.0957      388.7210      399.6659      10.9449      391.4167      2.6957      8.1952      -8.2492
-5.0967      388.6840      399.5832      10.8992      391.4521      2.7681      8.1888      -8.1311
-5.0967      388.7020      399.6378      10.9358      391.4293      2.7273      8.1996      -8.2085
-5.0977      388.7540      399.5834      10.8294      391.4363      2.6823      8.1137      -8.1471
-5.0988      388.7280      399.6659      10.9379      391.3611      2.6331      8.1696      -8.3048
-5.0988      388.7540      399.7028      10.9488      391.3768      2.6228      8.1735      -8.3260
-5.0998      388.7240      399.6193      10.8953      391.4270      2.7030      8.1645      -8.1923
-5.1008      388.7460      399.5920      10.8460      391.4641      2.7181      8.1367      -8.1279
-5.1008      388.7720      399.7482      10.9762      391.3882      2.6162      8.1895      -8.3600
-5.1018      388.7240      399.5918      10.8678      391.4086      2.6846      8.1401      -8.1832
-5.1028      388.7350      399.6471      10.9121      391.3942      2.6592      8.1611      -8.2529
-5.1028      388.7460      399.5827      10.8367      391.4233      2.6773      8.1169      -8.1594
-5.1038      388.7390      399.5740      10.8350      391.4624      2.7234      8.1311      -8.1116
-5.1048      388.7280      399.6292      10.9012      391.4439      2.7159      8.1728      -8.1853
-5.1058      388.7390      399.6750      10.9360      391.3926      2.6536      8.1752      -8.2824
-5.1058      388.7350      399.6839      10.9489      391.3852      2.6502      8.1827      -8.2987
-5.1068      388.7430      399.6294      10.8864      391.4042      2.6612      8.1447      -8.2252
-5.1078      388.7430      399.7120      10.9690      391.4003      2.6573      8.1984      -8.3117
-5.1078      388.7430      399.6478      10.9048      391.4218      2.6788      8.1628      -8.2260
-5.1088      388.7390      399.6566      10.9176      391.3945      2.6555      8.1636      -8.2621
-5.1098      388.7680      399.5551      10.7871      391.4594      2.6914      8.0885      -8.0957
-5.1098      388.7280      399.6475      10.9195      391.3899      2.6619      8.1670      -8.2576
-5.1108      388.7390      399.6474      10.9084      391.4092      2.6702      8.1623      -8.2382
-5.1118      388.7390      399.6750      10.9360      391.4158      2.6768      8.1829      -8.2592
-5.1128      388.7650      399.5925      10.8275      391.3922      2.6272      8.0941      -8.2003
-5.1128      388.7570      399.6378      10.8808      391.4116      2.6546      8.1387      -8.2262
-5.1138      388.7540      399.6660      10.9120      391.4427      2.6887      8.1709      -8.2233
-5.1148      388.7320      399.6383      10.9063      391.4119      2.6799      8.1642      -8.2264
-5.1148      388.7460      399.6378      10.8918      391.4155      2.6695      8.1510      -8.2223
-5.1158      388.7650      399.6292      10.8642      391.3637      2.5987      8.1090      -8.2655
-5.1168      388.7760      399.6750      10.8990      391.3955      2.6195      8.1392      -8.2795
-5.1168      388.7570      399.6286      10.8716      391.4421      2.6851      8.1428      -8.1865
-5.1178      388.7280      399.6475      10.9195      391.4483      2.7203      8.1864      -8.1992
-5.1188      388.7610      399.6106      10.8496      391.4285      2.6675      8.1222      -8.1821
-5.1188      388.7680      399.6836      10.9156      391.3482      2.5802      8.1371      -8.3354
-5.1198      388.7540      399.6844      10.9304      391.3727      2.6187      8.1598      -8.3117
-5.1208      388.7570      399.6378      10.8808      391.4029      2.6459      8.1358      -8.2350
-5.1208      388.7320      399.6934      10.9614      391.4127      2.6807      8.2012      -8.2807
-5.1218      388.7650      399.6660      10.9010      391.4021      2.6371      8.1464      -8.2639
-5.1228      388.7680      399.7020      10.9340      391.3770      2.6090      8.1590      -8.3250
-5.1228      388.7430      399.6569      10.9139      391.4131      2.6701      8.1660      -8.2438
-5.1238      388.7280      399.6383      10.9103      391.4468      2.7188      8.1798      -8.1915
-5.1238      388.7650      399.6200      10.8550      391.4292      2.6642      8.1247      -8.1908
-5.1248      388.7390      399.6658      10.9268      391.4175      2.6785      8.1774      -8.2483
-5.1258      388.7280      399.6383      10.9103      391.3989      2.6709      8.1638      -8.2394
-5.1258      388.7350      399.6471      10.9121      391.4312      2.6962      8.1735      -8.2159
-5.1268      388.7720      399.6564      10.8844      391.4162      2.6442      8.1377      -8.2403
-5.1278      388.7350      399.6195      10.8845      391.4362      2.7012      8.1567      -8.1833
-5.1288      388.7500      399.6381      10.8881      391.4342      2.6842      8.1535      -8.2039
-5.1288      388.7390      399.6107      10.8717      391.4276      2.6886      8.1440      -8.1831
-5.1298      388.7350      399.6746      10.9396      391.4096      2.6746      8.1846      -8.2650
-5.1308      388.7830      399.5277      10.7447      391.4746      2.6916      8.0603      -8.0531
-5.1308      388.7460      399.6378      10.8918      391.4336      2.6876      8.1571      -8.2042
-5.1318      388.7430      399.6202      10.8772      391.4404      2.6974      8.1506      -8.1798
-5.1328      388.7320      399.6566      10.9246      391.3999      2.6679      8.1724      -8.2567
-5.1328      388.7680      399.5734      10.8054      391.4469      2.6789      8.0966      -8.1265
-5.1338      388.7540      399.6477      10.8937      391.4348      2.6808      8.1561      -8.2129
-5.1348      388.7570      399.6929      10.9359      391.4385      2.6815      8.1844      -8.2544
-5.1358      388.7680      399.6836      10.9156      391.4056      2.6376      8.1563      -8.2780
-5.1358      388.7500      399.6565      10.9065      391.4074      2.6574      8.1568      -8.2491
-5.1368      388.7570      399.6103      10.8533      391.4541      2.6971      8.1346      -8.1562
-5.1378      388.7680      399.6469      10.8789      391.4297      2.6617      8.1398      -8.2172
-5.1378      388.7390      399.6658      10.9268      391.4121      2.6731      8.1756      -8.2537
-5.1389      388.7430      399.6845      10.9415      391.4379      2.6949      8.1926      -8.2466
-5.1399      388.7350      399.6288      10.8938      391.4160      2.6810      8.1562      -8.2128
-5.1399      388.7540      399.6660      10.9120      391.4280      2.6740      8.1660      -8.2380
-5.1409      388.7460      399.6378      10.8918      391.4326      2.6866      8.1567      -8.2052
-5.1419      388.7610      399.6657      10.9047      391.4314      2.6704      8.1599      -8.2343
-5.1419      388.7500      399.6841      10.9341      391.4214      2.6714      8.1799      -8.2628
-5.1429      388.7540      399.6017      10.8477      391.4334      2.6794      8.1249      -8.1683
-5.1439      388.7500      399.7025      10.9525      391.3991      2.6491      8.1847      -8.3034
-5.1449      388.7500      399.7300      10.9800      391.3898      2.6398      8.1999      -8.3402
-5.1459      388.7350      399.7022      10.9672      391.3788      2.6438      8.1927      -8.3234
-5.1459      388.7650      399.6016      10.8366      391.4131      2.6481      8.1071      -8.1885
-5.1469      388.7540      399.6477      10.8937      391.3782      2.6242      8.1372      -8.2695
-5.1479      388.7650      399.6384      10.8734      391.3851      2.6201      8.1223      -8.2533
-5.1479      388.7390      399.6658      10.9268      391.3796      2.6406      8.1647      -8.2862
-5.1489      388.7720      399.6105      10.8385      391.4213      2.6493      8.1088      -8.1892
-5.1499      388.7570      399.6378      10.8808      391.3958      2.6388      8.1335      -8.2420
-5.1499      388.7500      399.7025      10.9525      391.3826      2.6326      8.1792      -8.3199
-5.1509      388.7720      399.7023      10.9303      391.3783      2.6063      8.1556      -8.3240
-5.1519      388.7390      399.6933      10.9543      391.3815      2.6425      8.1837      -8.3118
-5.1519      388.7760      399.6292      10.8532      391.4191      2.6431      8.1165      -8.2101
-5.1529      388.7870      399.6750      10.8880      391.4234      2.6364      8.1375      -8.2516
-5.1539      388.7570      399.6378      10.8808      391.4232      2.6662      8.1426      -8.2146
-5.1539      388.7570      399.6470      10.8900      391.4161      2.6591      8.1464      -8.2309
-5.1549      388.7610      399.5555      10.7945      391.4710      2.7100      8.0997      -8.0845
-5.1559      388.7680      399.6561      10.8881      391.4406      2.6726      8.1496      -8.2155
-5.1559      388.7680      399.5918      10.8238      391.4423      2.6743      8.1073      -8.1495
-5.1569      388.7650      399.6200      10.8550      391.4217      2.6567      8.1222      -8.1983
-5.1569      388.7650      399.6109      10.8459      391.4526      2.6876      8.1265      -8.1583
-5.1579      388.7800      399.6111      10.8311      391.4686      2.6886      8.1169      -8.1425
-5.1589      388.7650      399.6751      10.9101      391.4229      2.6579      8.1594      -8.2522
-5.1589      388.7720      399.6564      10.8844      391.3853      2.6133      8.1274      -8.2711
-5.1599      388.7430      399.6753      10.9323      391.3677      2.6247      8.1631      -8.3077
-5.1609      388.7800      399.6478      10.8678      391.4083      2.6283      8.1213      -8.2395
-5.1619      388.7650      399.6384      10.8734      391.4349      2.6699      8.1389      -8.2035
-5.1619      388.7610      399.6657      10.9047      391.3935      2.6325      8.1473      -8.2722
-5.1629      388.7430      399.6753      10.9323      391.3908      2.6478      8.1708      -8.2845
-5.1639      388.7570      399.6561      10.8991      391.4040      2.6470      8.1484      -8.2521
-5.1639      388.7650      399.6016      10.8366      391.4510      2.6860      8.1197      -8.1506
-5.1649      388.7610      399.7024      10.9414      391.4246      2.6636      8.1821      -8.2778
-5.1649      388.7390      399.6107      10.8717      391.4436      2.7046      8.1493      -8.1671
-5.1659      388.7320      399.6108      10.8788      391.4436      2.7116      8.1564      -8.1672
-5.1669      388.7680      399.6102      10.8422      391.4349      2.6669      8.1171      -8.1753
-5.1679      388.7720      399.6747      10.9027      391.4176      2.6456      8.1503      -8.2571
-5.1679      388.7500      399.7392      10.9892      391.4001      2.6501      8.2095      -8.3391
-5.1689      388.7650      399.6292      10.8642      391.4293      2.6643      8.1309      -8.1999
-5.1699      388.7870      399.6475      10.8605      391.4030      2.6160      8.1123      -8.2445
-5.1709      388.7610      399.7024      10.9414      391.3647      2.6037      8.1622      -8.3377
-5.1709      388.7830      399.6563      10.8733      391.4194      2.6364      8.1277      -8.2370
-5.1719      388.7680      399.6010      10.8330      391.4375      2.6695      8.1118      -8.1635
-5.1729      388.7910      399.6385      10.8475      391.4061      2.6151      8.1034      -8.2325
-5.1739      388.7650      399.5741      10.8091      391.4078      2.6428      8.0870      -8.1663
-5.1739      388.7940      399.7297      10.9357      391.3589      2.5649      8.1454      -8.3708
-5.1749      388.7680      399.6561      10.8881      391.4068      2.6388      8.1383      -8.2493
-5.1759      388.7800      399.6386      10.8586      391.4177      2.6377      8.1183      -8.2209
-5.1769      388.7760      399.5648      10.7888      391.4145      2.6385      8.0720      -8.1503
-5.1769      388.7910      399.6936      10.9026      391.3951      2.6041      8.1364      -8.2985
-5.1779      388.7940      399.6654      10.8714      391.3761      2.5821      8.1083      -8.2893
-5.1790      388.7610      399.6106      10.8496      391.4182      2.6572      8.1188      -8.1924
-5.1790      388.7610      399.6381      10.8771      391.4169      2.6559      8.1367      -8.2212
-5.1800      388.8050      399.6378      10.8328      391.4284      2.6234      8.0963      -8.2094
-5.1810      388.7830      399.6471      10.8641      391.3701      2.5871      8.1051      -8.2770
-5.1810      388.7610      399.6289      10.8679      391.4237      2.6627      8.1328      -8.2052
-5.1820      388.7760      399.6567      10.8807      391.4146      2.6386      8.1333      -8.2421
-5.1830      388.7830      399.5828      10.7998      391.4269      2.6439      8.0812      -8.1560
-5.1830      388.8160      399.6656      10.8496      391.4230      2.6070      8.1021      -8.2426
-5.1840      388.7540      399.6844      10.9304      391.3973      2.6433      8.1680      -8.2871
-5.1850      388.7830      399.6104      10.8274      391.4333      2.6503      8.1017      -8.1771
-5.1860      388.7910      399.6385      10.8475      391.4404      2.6494      8.1148      -8.1981
-5.1860      388.7910      399.6110      10.8200      391.4537      2.6627      8.1009      -8.1574
-5.1870      388.7760      399.6567      10.8807      391.4220      2.6460      8.1358      -8.2347
-5.1880      388.7760      399.6108      10.8348      391.4015      2.6255      8.0984      -8.2093
-5.1880      388.8020      399.5926      10.7906      391.4436      2.6416      8.0743      -8.1490
-5.1890      388.7680      399.6102      10.8422      391.4247      2.6567      8.1137      -8.1855
-5.1890      388.7610      399.6748      10.9138      391.4075      2.6465      8.1580      -8.2674
-5.1900      388.7610      399.6013      10.8403      391.4439      2.6829      8.1212      -8.1574
-5.1910      388.7940      399.6011      10.8071      391.4476      2.6536      8.0893      -8.1535
-5.1910      388.7760      399.6016      10.8256      391.4282      2.6522      8.1011      -8.1734
-5.1920      388.7870      399.6750      10.8880      391.4033      2.6163      8.1308      -8.2717
-5.1930      388.7610      399.7024      10.9414      391.4256      2.6646      8.1825      -8.2768
-5.1930      388.7540      399.6017      10.8477      391.4361      2.6821      8.1258      -8.1656
-5.1940      388.8090      399.6289      10.8199      391.4104      2.6014      8.0804      -8.2185
-5.1950      388.7870      399.6750      10.8880      391.4070      2.6200      8.1320      -8.2680
-5.1950      388.7610      399.6564      10.8954      391.4130      2.6520      8.1476      -8.2434
-5.1960      388.7720      399.5921      10.8201      391.4582      2.6862      8.1088      -8.1339
-5.1970      388.7800      399.5560      10.7760      391.4631      2.6831      8.0784      -8.0929
-5.1970      388.7940      399.6838      10.8898      391.3834      2.5894      8.1230      -8.3004
-5.1980      388.7800      399.6111      10.8311      391.4366      2.6566      8.1063      -8.1745
-5.1990      388.7910      399.6478      10.8568      391.4042      2.6132      8.1089      -8.2436
-5.1990      388.7980      399.6382      10.8402      391.4427      2.6447      8.1084      -8.1955
-5.2000      388.7760      399.6199      10.8439      391.4091      2.6331      8.1070      -8.2108
-5.2010      388.7800      399.6846      10.9046      391.3957      2.6157      8.1416      -8.2889
-5.2010      388.7720      399.7023      10.9303      391.3690      2.5970      8.1525      -8.3333
-5.2020      388.7870      399.6842      10.8972      391.4270      2.6400      8.1448      -8.2572
-5.2030      388.7830      399.5645      10.7815      391.4508      2.6678      8.0769      -8.1137
-5.2030      388.7870      399.6107      10.8237      391.4516      2.6646      8.1040      -8.1592
-5.2040      388.8120      399.6010      10.7890      391.4103      2.5983      8.0588      -8.1907
-5.2050      388.7720      399.6105      10.8385      391.4114      2.6394      8.1055      -8.1991
-5.2050      388.7910      399.7029      10.9119      391.4168      2.6258      8.1499      -8.2861
-5.2060      388.7870      399.6382      10.8512      391.4499      2.6629      8.1218      -8.1883
-5.2070      388.7500      399.6474      10.8974      391.4347      2.6847      8.1598      -8.2127
-5.2070      388.7650      399.7394      10.9744      391.3564      2.5914      8.1801      -8.3830
-5.2080      388.7870      399.5924      10.8054      391.4175      2.6305      8.0804      -8.1750
-5.2090      388.7870      399.6382      10.8512      391.4258      2.6388      8.1137      -8.2124
-5.2100      388.8120      399.6745      10.8625      391.4168      2.6048      8.1099      -8.2577
-5.2100      388.7610      399.6473      10.8863      391.4304      2.6694      8.1473      -8.2169
-5.2110      388.7870      399.6199      10.8329      391.4039      2.6169      8.0942      -8.2160
-5.2120      388.8020      399.5926      10.7906      391.3938      2.5918      8.0577      -8.1988
-5.2120      388.7980      399.6290      10.8310      391.4205      2.6225      8.0948      -8.2085
-5.2130      388.7760      399.6934      10.9174      391.4149      2.6389      8.1579      -8.2785
-5.2140      388.7830      399.7298      10.9468      391.3980      2.6150      8.1695      -8.3318
-5.2140      388.7800      399.6202      10.8402      391.4278      2.6478      8.1094      -8.1924
-5.2150      388.8270      399.6012      10.7742      391.4253      2.5983      8.0489      -8.1759
-5.2160      388.8020      399.7119      10.9099      391.4085      2.6065      8.1421      -8.3034
-5.2160      388.7980      399.6290      10.8310      391.4439      2.6459      8.1026      -8.1851
-5.2170      388.7940      399.6103      10.8163      391.4338      2.6398      8.0908      -8.1765
