eps1         u            sigma3        sigma3'       sigma1        sigma1'       p             q
0.1180      295.8880      601.5210      305.6330      741.2760      445.3880      352.2180      139.7550
0.1190      296.3030      601.4560      305.1530      741.7520      445.4490      351.9183      140.2960
0.1200      296.7660      601.4650      304.6990      742.2280      445.4620      351.6200      140.7630
0.1200      297.2140      601.4000      304.1860      742.6720      445.4580      351.2767      141.2720
0.1210      297.6110      601.5380      303.9270      743.0780      445.4670      351.1070      141.5400
0.1220      298.0340      601.4650      303.4310      743.4680      445.4340      350.7653      142.0030
0.1220      298.4350      601.4010      302.9660      743.8680      445.4330      350.4550      142.4670
0.1230      298.8680      601.4190      302.5510      744.3020      445.4340      350.1787      142.8830
0.1241      299.2870      601.5570      302.2700      744.6600      445.3730      349.9710      143.1030
0.1241      299.6770      601.4740      301.7970      745.1190      445.4420      349.6787      143.6450
0.1251      300.1110      601.4100      301.2990      745.5480      445.4370      349.3450      144.1380
0.1261      300.4970      601.4660      300.9690      745.9880      445.4910      349.1430      144.5220
0.1261      300.9380      601.5670      300.6290      746.3820      445.4440      348.9007      144.8150
0.1271      301.3820      601.4460      300.0640      746.8330      445.4510      348.5263      145.3870
0.1281      301.7870      601.3830      299.5960      747.2760      445.4890      348.2270      145.8930
0.1281      302.1690      601.5200      299.3510      747.6610      445.4920      348.0647      146.1410
0.1291      302.6210      601.5200      298.8990      748.0300      445.4090      347.7357      146.5100
0.1301      303.0180      601.4100      298.3920      748.4430      445.4250      347.4030      147.0330
0.1301      303.4110      601.4370      298.0260      748.8250      445.4140      347.1553      147.3880
0.1311      303.8260      601.5290      297.7030      749.2410      445.4150      346.9403      147.7120
0.1321      304.2640      601.3920      297.1280      749.6690      445.4050      346.5537      148.2770
0.1321      304.6570      601.4560      296.7990      750.0780      445.4210      346.3397      148.6220
0.1331      305.0250      601.4380      296.4130      750.4660      445.4410      346.0890      149.0280
0.1341      305.4550      601.4470      295.9920      750.8700      445.4150      345.7997      149.4230
0.1341      305.8520      601.5020      295.6500      751.2960      445.4440      345.5813      149.7940
0.1351      306.2780      601.5300      295.2520      751.6950      445.4170      345.3070      150.1650
0.1351      306.6600      601.4650      294.8050      752.0540      445.3940      345.0013      150.5890
0.1361      307.0500      601.5110      294.4610      752.4160      445.3660      344.7627      150.9050
0.1371      307.4470      601.4840      294.0370      752.8020      445.3550      344.4763      151.3180
0.1371      307.8620      601.4650      293.6030      753.1940      445.3320      344.1793      151.7290
0.1381      308.2410      601.4100      293.1690      753.5840      445.3430      343.8937      152.1740
0.1381      308.6600      601.3920      292.7320      753.9950      445.3350      343.5997      152.6030
0.1391      309.0710      601.5200      292.4490      754.3400      445.2690      343.3890      152.8200
0.1401      309.4570      601.5020      292.0450      754.7280      445.2710      343.1203      153.2260
0.1411      309.8650      601.5110      291.6460      755.1230      445.2580      342.8500      153.6120
0.1411      310.2510      601.4560      291.2050      755.4990      445.2480      342.5527      154.0430
0.1421      310.6300      601.4660      290.8360      755.8700      445.2400      342.3040      154.4040
0.1421      311.0410      601.3820      290.3410      756.2190      445.1780      341.9533      154.8370
0.1431      311.4350      601.4560      290.0210      756.5740      445.1390      341.7270      155.1180
0.1441      311.7800      601.4560      289.6760      756.9420      445.1620      341.5047      155.4860
0.1451      312.1810      601.4380      289.2570      757.2930      445.1120      341.2087      155.8550
0.1451      312.5890      601.4200      288.8310      757.6610      445.0720      340.9113      156.2410
0.1461      312.9670      601.4930      288.5260      757.9710      445.0040      340.6853      156.4780
0.1471      313.3460      601.4290      288.0830      758.3810      445.0350      340.4003      156.9520
0.1471      313.7240      601.4470      287.7230      758.7350      445.0110      340.1523      157.2880
0.1481      314.1100      601.5020      287.3920      759.0610      444.9510      339.9117      157.5590
0.1491      314.4850      601.4190      286.9340      759.3910      444.9060      339.5913      157.9720
0.1501      314.8450      601.4370      286.5920      759.7400      444.8950      339.3597      158.3030
0.1501      315.2090      601.5200      286.3110      760.0500      444.8410      339.1543      158.5300
0.1511      315.5840      601.4010      285.8170      760.4070      444.8230      338.8190      159.0060
0.1521      315.9370      601.5110      285.5740      760.7350      444.7980      338.6487      159.2240
0.1521      316.3370      601.4100      285.0730      761.1390      444.8020      338.3160      159.7290
0.1531      316.7270      601.3460      284.6190      761.4790      444.7520      337.9967      160.1330
0.1541      317.1090      601.4010      284.2920      761.8160      444.7070      337.7637      160.4150
0.1541      317.4470      601.4560      284.0090      762.1180      444.6710      337.5630      160.6620
0.1551      317.8370      601.3830      283.5460      762.4390      444.6020      337.2313      161.0560
0.1561      318.1940      601.4290      283.2350      762.7230      444.5290      336.9997      161.2940
0.1571      318.5500      601.4930      282.9430      763.0390      444.4890      336.7917      161.5460
0.1571      318.8880      601.4650      282.5770      763.3610      444.4730      336.5423      161.8960
0.1581      319.2410      601.4100      282.1690      763.6730      444.4320      336.2567      162.2630
0.1581      319.6090      601.4750      281.8660      764.0360      444.4270      336.0530      162.5610
0.1591      319.9760      601.4650      281.4890      764.3580      444.3820      335.7867      162.8930
0.1601      320.3620      601.4380      281.0760      764.6780      444.3160      335.4893      163.2400
0.1601      320.7040      601.4650      280.7610      765.0010      444.2970      335.2730      163.5360
0.1611      321.0490      601.4370      280.3880      765.3210      444.2720      335.0160      163.8840
0.1621      321.4170      601.4380      280.0210      765.6310      444.2140      334.7520      164.1930
0.1621      321.7730      601.4920      279.7190      765.9140      444.1410      334.5263      164.4220
0.1631      322.0970      601.4470      279.3500      766.2210      444.1240      334.2747      164.7740
0.1641      322.4640      601.4010      278.9370      766.5190      444.0550      333.9763      165.1180
0.1641      322.7910      601.4370      278.6460      766.8250      444.0340      333.7753      165.3880
0.1651      323.1370      601.4280      278.2910      767.1340      443.9970      333.5263      165.7060
0.1661      323.5300      601.4650      277.9350      767.4640      443.9340      333.2680      165.9990
0.1661      323.8390      601.5020      277.6630      767.7860      443.9470      333.0910      166.2840
0.1671      324.1950      601.4650      277.2700      768.0780      443.8830      332.8077      166.6130
0.1671      324.5340      601.4290      276.8950      768.3770      443.8430      332.5443      166.9480
0.1681      324.8900      601.5290      276.6390      768.6810      443.7910      332.3563      167.1520
0.1691      325.2320      601.4290      276.1970      768.9920      443.7600      332.0513      167.5630
0.1691      325.5920      601.4380      275.8460      769.2870      443.6950      331.7957      167.8490
0.1701      325.9040      601.4370      275.5330      769.5630      443.6590      331.5750      168.1260
0.1711      326.2320      601.4560      275.2240      769.8290      443.5970      331.3483      168.3730
0.1711      326.6030      601.4190      274.8160      770.1410      443.5380      331.0567      168.7220
0.1721      326.9300      601.5390      274.6090      770.4300      443.5000      330.9060      168.8910
0.1731      327.2940      601.4470      274.1530      770.7840      443.4900      330.5987      169.3370
0.1741      327.6320      601.4100      273.7780      771.0360      443.4040      330.3200      169.6260
0.1741      327.9700      601.4470      273.4770      771.3090      443.3390      330.0977      169.8620
0.1751      328.2790      601.4750      273.1960      771.6240      443.3450      329.9123      170.1490
0.1751      328.6350      601.4740      272.8390      771.8540      443.2190      329.6323      170.3800
0.1761      328.9770      601.4370      272.4600      772.1430      443.1660      329.3620      170.7060
0.1771      329.2640      601.4470      272.1830      772.4110      443.1470      329.1710      170.9640
0.1771      329.6130      601.4930      271.8800      772.6750      443.0620      328.9407      171.1820
0.1781      329.9360      601.5200      271.5840      772.9480      443.0120      328.7267      171.4280
0.1791      330.2930      601.4470      271.1540      773.2720      442.9790      328.4290      171.8250
0.1801      330.6270      601.4560      270.8290      773.5460      442.9190      328.1923      172.0900
0.1801      330.9250      601.4740      270.5490      773.8240      442.8990      327.9990      172.3500
0.1811      331.2740      601.5480      270.2740      774.0720      442.7980      327.7820      172.5240
0.1821      331.6010      601.4650      269.8640      774.4010      442.8000      327.5093      172.9360
0.1821      331.9290      601.5020      269.5730      774.5870      442.6580      327.2680      173.0850
0.1831      332.2740      601.4930      269.2190      774.8730      442.5990      327.0123      173.3800
0.1841      332.6120      601.4470      268.8350      775.1170      442.5050      326.7250      173.6700
0.1841      332.8360      601.3820      268.5460      775.4060      442.5700      326.5540      174.0240
0.1851      333.1890      601.4380      268.2490      775.6480      442.4590      326.3190      174.2100
0.1861      333.5160      601.4190      267.9030      775.9360      442.4200      326.0753      174.5170
0.1871      333.8650      601.4460      267.5810      776.2540      442.3890      325.8503      174.8080
0.1871      334.1890      601.4380      267.2490      776.4910      442.3020      325.6000      175.0530
0.1881      334.5090      601.4930      266.9840      776.7470      442.2380      325.4020      175.2540
0.1891      334.8500      601.4280      266.5780      777.0390      442.1890      325.1150      175.6110
0.1891      335.1520      601.4470      266.2950      777.2910      442.1390      324.9097      175.8440
0.1901      335.4680      601.5110      266.0430      777.4870      442.0190      324.7017      175.9760
0.1911      335.7910      601.3910      265.6000      777.7950      442.0040      324.4013      176.4040
0.1911      336.1070      601.4650      265.3580      778.0410      441.9340      324.2167      176.5760
0.1921      336.3870      601.4290      265.0420      778.3300      441.9430      324.0090      176.9010
0.1931      336.7390      601.4650      264.7260      778.5680      441.8290      323.7603      177.1030
0.1931      337.0520      601.4840      264.4320      778.8280      441.7760      323.5467      177.3440
0.1941      337.3530      601.4740      264.1210      779.0740      441.7210      323.3210      177.6000
0.1951      337.6770      601.4290      263.7520      779.3470      441.6700      323.0580      177.9180
0.1951      337.9740      601.4190      263.4450      779.5760      441.6020      322.8307      178.1570
0.1961      338.3020      601.4840      263.1820      779.8410      441.5390      322.6343      178.3570
0.1971      338.6070      601.4840      262.8770      780.0890      441.4820      322.4120      178.6050
0.1981      338.9230      601.5110      262.5880      780.2820      441.3590      322.1783      178.7710
0.1981      339.2090      601.4370      262.2280      780.5220      441.3130      321.9230      179.0850
0.1991      339.5030      601.4830      261.9800      780.7870      441.2840      321.7480      179.3040
0.1991      339.8160      601.4750      261.6590      781.0030      441.1870      321.5017      179.5280
0.2001      340.1060      601.4190      261.3130      781.3100      441.2040      321.2767      179.8910
0.2011      340.4700      601.3730      260.9030      781.5210      441.0510      320.9523      180.1480
0.2011      340.7820      601.4460      260.6640      781.7410      440.9590      320.7623      180.2950
0.2021      341.0620      601.5020      260.4400      781.9910      440.9290      320.6030      180.4890
0.2031      341.3780      601.5110      260.1330      782.1920      440.8140      320.3600      180.6810
0.2031      341.6310      601.4190      259.7880      782.4550      440.8240      320.1333      181.0360
0.2041      341.9700      601.4560      259.4860      782.6650      440.6950      319.8890      181.2090
0.2051      342.2670      601.5110      259.2440      782.8650      440.5980      319.6953      181.3540
0.2051      342.5280      601.4380      258.9100      783.1460      440.6180      319.4793      181.7080
0.2061      342.8960      601.4380      258.5420      783.3760      440.4800      319.1880      181.9380
0.2071      343.1710      601.5200      258.3490      783.5590      440.3880      319.0287      182.0390
0.2071      343.4320      601.4470      258.0150      783.7890      440.3570      318.7957      182.3420
0.2081      343.7670      601.4750      257.7080      784.0340      440.2670      318.5610      182.5590
0.2091      344.0610      601.4750      257.4140      784.2810      440.2200      318.3493      182.8060
0.2101      344.3260      601.5120      257.1860      784.4650      440.1390      318.1703      182.9530
0.2101      344.6450      601.4280      256.7830      784.7100      440.0650      317.8770      183.2820
0.2111      344.9100      601.3830      256.4730      784.8990      439.9890      317.6450      183.5160
0.2111      345.2260      601.4380      256.2120      785.1610      439.9350      317.4530      183.7230
0.2121      345.5050      601.4930      255.9880      785.3980      439.8930      317.2897      183.9050
0.2131      345.8210      601.4370      255.6160      785.6690      439.8480      317.0267      184.2320
0.2141      346.0970      601.4370      255.3400      785.8760      439.7790      316.8197      184.4390
0.2141      346.3910      601.4740      255.0830      786.0690      439.6780      316.6147      184.5950
0.2151      346.7000      601.4190      254.7190      786.3480      439.6480      316.3620      184.9290
0.2161      346.9830      601.4740      254.4910      786.5160      439.5330      316.1717      185.0420
0.2161      347.2580      601.4920      254.2340      786.7130      439.4550      315.9743      185.2210
0.2171      347.5450      601.4280      253.8830      786.8980      439.3530      315.7063      185.4700
0.2181      347.8500      601.4560      253.6060      787.0910      439.2410      315.4843      185.6350
0.2181      348.1440      601.4460      253.3020      787.3460      439.2020      315.2687      185.9000
0.2191      348.4010      601.4740      253.0730      787.5870      439.1860      315.1107      186.1130
0.2201      348.7070      601.4750      252.7680      787.7760      439.0690      314.8683      186.3010
0.2211      349.0040      601.4190      252.4150      788.0100      439.0060      314.6120      186.5910
0.2211      349.2800      601.4380      252.1580      788.2000      438.9200      314.4120      186.7620
0.2221      349.5450      601.5020      251.9570      788.3850      438.8400      314.2513      186.8830
0.2231      349.8090      601.4370      251.6280      788.6130      438.8040      314.0200      187.1760
0.2231      350.1000      601.4470      251.3470      788.8170      438.7170      313.8037      187.3700
0.2241      350.3680      601.4750      251.1070      788.9910      438.6230      313.6123      187.5160
0.2241      350.6690      601.5570      250.8880      789.1290      438.4600      313.4120      187.5720
0.2251      350.9150      601.4460      250.5310      789.3610      438.4460      313.1693      187.9150
0.2261      351.2090      601.4830      250.2740      789.6070      438.3980      312.9820      188.1240
