eps1         u            sigma3        sigma3'       sigma1        sigma1'       p             q
0.1245      251.6810      399.8860      148.2050      460.5420      208.8610      168.4237      60.6560
0.1252      251.9230      399.9500      148.0270      460.6550      208.7320      168.2620      60.7050
0.1259      252.1620      399.9780      147.8160      460.8100      208.6480      168.0933      60.8320
0.1266      252.3900      400.0150      147.6250      460.9130      208.5230      167.9243      60.8980
0.1273      252.6140      399.9410      147.3270      461.0620      208.4480      167.7007      61.1210
0.1279      252.8530      399.8950      147.0420      461.2370      208.3840      167.4893      61.3420
0.1286      253.0590      399.9040      146.8450      461.3670      208.3080      167.3327      61.4630
0.1293      253.3200      399.9600      146.6400      461.4840      208.1640      167.1480      61.5240
0.1300      253.5480      399.9870      146.4390      461.5860      208.0380      166.9720      61.5990
0.1306      253.7790      399.9410      146.1620      461.7190      207.9400      166.7547      61.7780
0.1313      254.0180      399.9780      145.9600      461.8790      207.8610      166.5937      61.9010
0.1320      254.2310      399.9220      145.6910      462.0490      207.8180      166.4000      62.1270
0.1326      254.4480      399.9780      145.5300      462.1850      207.7370      166.2657      62.2070
0.1333      254.7090      399.9690      145.2600      462.3500      207.6410      166.0537      62.3810
0.1340      254.9260      400.0420      145.1160      462.4390      207.5130      165.9150      62.3970
0.1347      255.1100      399.9780      144.8680      462.5630      207.4530      165.7297      62.5850
0.1353      255.3820      399.8680      144.4860      462.6840      207.3020      165.4247      62.8160
0.1360      255.5910      399.9320      144.3410      462.8280      207.2370      165.3063      62.8960
0.1367      255.8230      399.9510      144.1280      462.9670      207.1440      165.1333      63.0160
0.1374      256.0290      399.9140      143.8850      463.0870      207.0580      164.9427      63.1730
0.1381      256.2530      399.8590      143.6060      463.2450      206.9920      164.7347      63.3860
0.1387      256.5060      399.8670      143.3610      463.4050      206.8990      164.5403      63.5380
0.1394      256.7270      399.9140      143.1870      463.5360      206.8090      164.3943      63.6220
0.1401      256.9660      399.8770      142.9110      463.6900      206.7240      164.1820      63.8130
0.1408      257.1830      399.9050      142.7220      463.7990      206.6160      164.0200      63.8940
0.1414      257.3780      399.9510      142.5730      463.9230      206.5450      163.8970      63.9720
0.1421      257.6240      399.9510      142.3270      463.9710      206.3470      163.6670      64.0200
0.1428      257.8440      399.9590      142.1150      464.0510      206.2070      163.4790      64.0920
0.1435      258.0720      399.9230      141.8510      464.2200      206.1480      163.2833      64.2970
0.1441      258.3000      399.9870      141.6870      464.3650      206.0650      163.1463      64.3780
0.1448      258.5280      399.9320      141.4040      464.5280      206.0000      162.9360      64.5960
0.1455      258.7630      399.8950      141.1320      464.6210      205.8580      162.7073      64.7260
0.1462      258.9870      399.9410      140.9540      464.7850      205.7980      162.5687      64.8440
0.1468      259.1860      399.8500      140.6640      464.8640      205.6780      162.3353      65.0140
0.1475      259.4470      399.8960      140.4490      465.0100      205.5630      162.1537      65.1140
0.1482      259.6120      399.8490      140.2370      465.1730      205.5610      162.0117      65.3240
0.1488      259.8580      399.9040      140.0460      465.2520      205.3940      161.8287      65.3480
0.1495      260.0970      399.9590      139.8620      465.3500      205.2530      161.6590      65.3910
0.1502      260.3140      399.9870      139.6730      465.3910      205.0770      161.4743      65.4040
0.1509      260.4980      399.9320      139.4340      465.5280      205.0300      161.2993      65.5960
0.1516      260.7590      399.8950      139.1360      465.7040      204.9450      161.0723      65.8090
0.1522      260.9500      399.9040      138.9540      465.7770      204.8270      160.9117      65.8730
0.1529      261.1890      399.9600      138.7710      465.9090      204.7200      160.7540      65.9490
0.1536      261.3840      399.8860      138.5020      465.9780      204.5940      160.5327      66.0920
0.1543      261.6370      399.9130      138.2760      466.0980      204.4610      160.3377      66.1850
0.1549      261.8030      399.9140      138.1110      466.2500      204.4470      160.2230      66.3360
0.1556      262.0450      399.8580      137.8130      466.3550      204.3100      159.9787      66.4970
0.1563      262.2690      399.8670      137.5980      466.4470      204.1780      159.7913      66.5800
0.1570      262.4390      399.9050      137.4660      466.5090      204.0700      159.6673      66.6040
0.1576      262.6260      399.9410      137.3150      466.6110      203.9850      159.5383      66.6700
0.1583      262.8690      399.8870      137.0180      466.6980      203.8290      159.2883      66.8110
0.1590      263.0820      399.9230      136.8410      466.7450      203.6630      159.1150      66.8220
0.1597      263.2910      399.9690      136.6780      466.8480      203.5570      158.9710      66.8790
0.1603      263.4930      399.9500      136.4570      466.9700      203.4770      158.7970      67.0200
0.1610      263.7070      399.9230      136.2160      467.1030      203.3960      158.6093      67.1800
0.1617      263.9120      399.9680      136.0560      467.1570      203.2450      158.4523      67.1890
0.1624      264.1290      399.9690      135.8400      467.1870      203.0580      158.2460      67.2180
0.1630      264.2840      399.8960      135.6120      467.3210      203.0370      158.0870      67.4250
0.1637      264.4890      399.8860      135.3970      467.4100      202.9210      157.9050      67.5240
0.1644      264.6620      399.9140      135.2520      467.5080      202.8460      157.7833      67.5940
0.1651      264.8790      399.8490      134.9700      467.6240      202.7450      157.5617      67.7750
0.1657      265.0920      399.8310      134.7390      467.6510      202.5590      157.3457      67.8200
0.1664      265.2470      399.9510      134.7040      467.7020      202.4550      157.2877      67.7510
0.1671      265.4630      400.0330      134.5700      467.7230      202.2600      157.1333      67.6900
0.1678      265.6360      399.9040      134.2680      467.9590      202.3230      156.9530      68.0550
0.1684      265.8460      399.9510      134.1050      468.0410      202.1950      156.8017      68.0900
0.1691      266.0400      399.9590      133.9190      468.0680      202.0280      156.6220      68.1090
0.1698      266.2060      399.9410      133.7350      468.0990      201.8930      156.4543      68.1580
0.1705      266.3820      399.9040      133.5220      468.1690      201.7870      156.2770      68.2650
0.1712      266.5950      399.8490      133.2540      468.3730      201.7780      156.0953      68.5240
0.1718      266.7830      399.9320      133.1490      468.4530      201.6700      155.9893      68.5210
0.1725      266.9590      399.9230      132.9640      468.5150      201.5560      155.8280      68.5920
0.1732      267.1690      399.9050      132.7360      468.5470      201.3780      155.6167      68.6420
0.1739      267.3230      399.9780      132.6550      468.5480      201.2250      155.5117      68.5700
0.1745      267.5110      399.9780      132.4670      468.7220      201.2110      155.3817      68.7440
0.1752      267.7160      399.9220      132.2060      468.8760      201.1600      155.1907      68.9540
0.1759      267.9000      399.9410      132.0410      468.9130      201.0130      155.0317      68.9720
0.1766      268.0660      399.8870      131.8210      468.9930      200.9270      154.8563      69.1060
0.1772      268.2490      399.8400      131.5910      469.0310      200.7820      154.6547      69.1910
0.1779      268.4330      399.9320      131.4990      469.1220      200.6890      154.5623      69.1900
0.1786      268.6020      399.8860      131.2840      469.2330      200.6310      154.3997      69.3470
0.1793      268.7970      399.8860      131.0890      469.3160      200.5190      154.2323      69.4300
0.1799      269.0060      399.9590      130.9530      469.3740      200.3680      154.0913      69.4150
0.1806      269.1680      399.9690      130.8010      469.4430      200.2750      153.9590      69.4740
0.1813      269.3450      399.9420      130.5970      469.5230      200.1780      153.7907      69.5810
0.1820      269.5030      399.9420      130.4390      469.6210      200.1180      153.6653      69.6790
0.1826      269.7160      399.9960      130.2800      469.6580      199.9420      153.5007      69.6620
0.1833      269.8920      399.9410      130.0490      469.7670      199.8750      153.3243      69.8260
0.1840      270.0720      399.8670      129.7950      469.8480      199.7760      153.1220      69.9810
0.1847      270.2670      400.0240      129.7570      469.8910      199.6240      153.0460      69.8670
0.1853      270.4070      399.9140      129.5070      470.0540      199.6470      152.8870      70.1400
0.1860      270.6420      399.9410      129.2990      470.1030      199.4610      152.6863      70.1620
0.1867      270.8000      399.9140      129.1140      470.2080      199.4080      152.5453      70.2940
0.1874      270.9880      399.9690      128.9810      470.2760      199.2880      152.4167      70.3070
0.1880      271.1900      399.9600      128.7700      470.3650      199.1750      152.2383      70.4050
0.1887      271.3480      399.9230      128.5750      470.4170      199.0690      152.0730      70.4940
0.1894      271.5350      399.8680      128.3330      470.4730      198.9380      151.8680      70.6050
0.1901      271.7150      399.8680      128.1530      470.5060      198.7910      151.6990      70.6380
0.1907      271.8730      399.9230      128.0500      470.6080      198.7350      151.6117      70.6850
0.1914      272.0610      399.9140      127.8530      470.7090      198.6480      151.4513      70.7950
0.1921      272.2780      399.9140      127.6360      470.7770      198.4990      151.2570      70.8630
0.1928      272.4170      399.9500      127.5330      470.8370      198.4200      151.1620      70.8870
0.1934      272.5940      399.8960      127.3020      470.9400      198.3460      150.9833      71.0440
0.1941      272.8030      399.8860      127.0830      471.0100      198.2070      150.7910      71.1240
0.1948      272.9720      399.8860      126.9140      471.1080      198.1360      150.6547      71.2220
0.1955      273.1710      399.9690      126.7980      471.1530      197.9820      150.5260      71.1840
0.1962      273.3250      399.9410      126.6160      471.1900      197.8650      150.3657      71.2490
0.1968      273.5490      399.7760      126.2270      471.2130      197.6640      150.0393      71.4370
0.1975      273.6850      399.9320      126.2470      471.3090      197.6240      150.0393      71.3770
0.1982      273.8650      399.9500      126.0850      471.3980      197.5330      149.9010      71.4480
0.1989      274.0560      399.9130      125.8570      471.4980      197.4420      149.7187      71.5850
0.1996      274.2370      399.8680      125.6310      471.5260      197.2890      149.5170      71.6580
0.2002      274.4310      399.9040      125.4730      471.6100      197.1790      149.3750      71.7060
0.2009      274.6110      399.9040      125.2930      471.6730      197.0620      149.2160      71.7690
0.2016      274.7840      399.8770      125.0930      471.7720      196.9880      149.0580      71.8950
0.2023      274.9720      399.8130      124.8410      471.8770      196.9050      148.8623      72.0640
0.2029      275.1260      399.9040      124.7780      471.8730      196.7470      148.7677      71.9690
0.2036      275.3100      399.9960      124.6860      471.7980      196.4880      148.6200      71.8020
0.2043      275.5050      399.8860      124.3810      471.9040      196.3990      148.3870      72.0180
0.2050      275.6370      399.9050      124.2680      472.0270      196.3900      148.3087      72.1220
0.2056      275.8100      399.8770      124.0670      472.1140      196.3040      148.1460      72.2370
0.2063      275.9860      399.9040      123.9180      472.1690      196.1830      148.0063      72.2650
0.2070      276.1880      399.9410      123.7530      472.1810      195.9930      147.8330      72.2400
0.2077      276.3610      399.9320      123.5710      472.2900      195.9290      147.6903      72.3580
0.2083      276.5560      399.9230      123.3670      472.3180      195.7620      147.4987      72.3950
0.2090      276.7470      399.9140      123.1670      472.4190      195.6720      147.3353      72.5050
0.2097      276.8980      399.9970      123.0990      472.4600      195.5620      147.2533      72.4630
0.2104      277.0450      399.9970      122.9520      472.4900      195.4450      147.1163      72.4930
0.2110      277.2170      399.8490      122.6320      472.5520      195.3350      146.8663      72.7030
0.2117      277.3790      399.9140      122.5350      472.6030      195.2240      146.7647      72.6890
0.2124      277.5150      399.8770      122.3620      472.6920      195.1770      146.6337      72.8150
0.2131      277.7610      399.9410      122.1800      472.7490      194.9880      146.4493      72.8080
0.2138      277.8970      399.9040      122.0070      472.7890      194.8920      146.3020      72.8850
0.2144      278.0590      399.9960      121.9370      472.7440      194.6850      146.1863      72.7480
0.2151      278.2580      399.8770      121.6190      472.8990      194.6410      145.9597      73.0220
0.2158      278.4340      399.9870      121.5530      472.9160      194.4820      145.8627      72.9290
0.2165      278.5550      399.9320      121.3770      473.0180      194.4630      145.7390      73.0860
0.2171      278.7540      399.8130      121.0590      473.0740      194.3200      145.4793      73.2610
0.2178      278.9080      399.9690      121.0610      473.0860      194.1780      145.4333      73.1170
0.2185      279.0550      399.8400      120.7850      473.1930      194.1380      145.2360      73.3530
0.2191      279.2500      399.9050      120.6550      473.1830      193.9330      145.0810      73.2780
0.2198      279.4010      399.8680      120.4670      473.2380      193.8370      144.9237      73.3700
0.2205      279.5840      399.9410      120.3570      473.2700      193.6860      144.8000      73.3290
0.2212      279.7610      399.9410      120.1800      473.3300      193.5690      144.6430      73.3890
0.2218      279.9300      399.9780      120.0480      473.4440      193.5140      144.5367      73.4660
0.2225      280.0510      399.9320      119.8810      473.4750      193.4240      144.3953      73.5430
0.2232      280.2460      399.9230      119.6770      473.5150      193.2690      144.2077      73.5920
0.2239      280.4110      399.8670      119.4560      473.5790      193.1680      144.0267      73.7120
0.2246      280.5550      399.9780      119.4230      473.5600      193.0050      143.9503      73.5820
0.2252      280.7350      399.9050      119.1700      473.7010      192.9660      143.7687      73.7960
0.2259      280.9220      399.9230      119.0010      473.7220      192.8000      143.6007      73.7990
0.2266      281.0580      399.8950      118.8370      473.7510      192.6930      143.4557      73.8560
0.2273      281.2490      400.0050      118.7560      473.7390      192.4900      143.3340      73.7340
0.2279      281.4590      399.8400      118.3810      473.8530      192.3940      143.0520      74.0130
0.2286      281.5910      399.8770      118.2860      473.9600      192.3690      142.9803      74.0830
0.2293      281.7200      399.8860      118.1660      473.9790      192.2590      142.8637      74.0930
0.2300      281.8740      399.9140      118.0400      473.9820      192.1080      142.7293      74.0680
0.2307      282.0540      399.8950      117.8410      474.0100      191.9560      142.5460      74.1150
0.2313      282.2420      399.8770      117.6350      474.0220      191.7800      142.3500      74.1450
0.2320      282.3670      399.9320      117.5650      474.1470      191.7800      142.3033      74.2150
0.2327      282.5280      399.9230      117.3950      474.1970      191.6690      142.1530      74.2740
0.2334      282.7050      399.9140      117.2090      474.2260      191.5210      141.9797      74.3120
