eps1         u            sigma3        sigma3'       sigma1        sigma1'       p             q
[%]         [kPa]         [kPa]         [kPa]         [kPa]         [kPa]         [kPa]         [kPa] 

1.0559      287.8760      400.1470      112.2710      691.6850      403.8090      209.4503      291.5380
1.0569      287.8360      400.1660      112.3300      691.9260      404.0900      209.5833      291.7600
1.0569      287.8170      400.2480      112.4310      692.0620      404.2450      209.7023      291.8140
1.0579      287.7290      400.1290      112.4000      692.2520      404.5230      209.7743      292.1230
1.0579      287.7140      400.1100      112.3960      692.3290      404.6150      209.8023      292.2190
1.0589      287.6410      400.1840      112.5430      692.5710      404.9300      210.0053      292.3870
1.0599      287.6190      400.1840      112.5650      692.7480      405.1290      210.0863      292.5640
1.0599      287.5640      400.1840      112.6200      692.9030      405.3390      210.1930      292.7190
1.0609      287.5230      400.2390      112.7160      693.0980      405.5750      210.3357      292.8590
1.0619      287.4530      400.2110      112.7580      693.2450      405.7920      210.4360      293.0340
1.0619      287.4310      400.1560      112.7250      693.4990      406.0680      210.5060      293.3430
1.0629      287.4020      400.2570      112.8550      693.6680      406.2660      210.6587      293.4110
1.0639      287.3100      400.2020      112.8920      693.8490      406.5390      210.7743      293.6470
1.0639      287.2580      400.2200      112.9620      694.0110      406.7530      210.8923      293.7910
1.0649      287.2070      400.2110      113.0040      694.1440      406.9370      210.9817      293.9330
1.0659      287.1410      400.2570      113.1160      694.3060      407.1650      211.1323      294.0490
1.0659      287.1190      400.2760      113.1570      694.4930      407.3740      211.2293      294.2170
1.0669      287.0560      400.1920      113.1360      694.6890      407.6330      211.3017      294.4970
1.0679      287.0530      400.1660      113.1130      694.8830      407.8300      211.3520      294.7170
1.0679      286.9790      400.2660      113.2870      694.9940      408.0150      211.5297      294.7280
1.0689      286.9310      400.1830      113.2520      695.2290      408.2980      211.6007      295.0460
1.0699      286.8470      400.2020      113.3550      695.4530      408.6060      211.7720      295.2510
1.0699      286.8250      400.2110      113.3860      695.5820      408.7570      211.8430      295.3710
1.0709      286.7700      400.1750      113.4050      695.7630      408.9930      211.9343      295.5880
1.0719      286.6890      400.1470      113.4580      695.9490      409.2600      212.0587      295.8020
1.0719      286.6700      400.2110      113.5410      696.1090      409.4390      212.1737      295.8980
1.0729      286.6150      400.1740      113.5590      696.2970      409.6820      212.2667      296.1230
1.0739      286.5570      400.2760      113.7190      696.4340      409.8770      212.4383      296.1580
1.0739      286.5230      400.1650      113.6420      696.6420      410.1190      212.4677      296.4770
1.0749      286.4900      400.2110      113.7210      696.8240      410.3340      212.5920      296.6130
1.0759      286.4240      400.2110      113.7870      696.9660      410.5420      212.7053      296.7550
1.0759      286.3320      400.1100      113.7780      697.2260      410.8940      212.8167      297.1160
1.0769      286.3070      400.1750      113.8680      697.3490      411.0420      212.9260      297.1740
1.0769      286.2660      400.1650      113.8990      697.5200      411.2540      213.0173      297.3550
1.0779      286.2000      400.2200      114.0200      697.6760      411.4760      213.1720      297.4560
1.0789      286.1630      400.2020      114.0390      697.8990      411.7360      213.2713      297.6970
1.0799      286.1150      400.2020      114.0870      698.0300      411.9150      213.3630      297.8280
1.0799      286.0710      400.1830      114.1120      698.2030      412.1320      213.4520      298.0200
1.0809      286.0310      400.1930      114.1620      698.4250      412.3940      213.5727      298.2320
1.0809      285.9760      400.1380      114.1620      698.6300      412.6540      213.6593      298.4920
1.0819      285.9240      400.1650      114.2410      698.8360      412.9120      213.7980      298.6710
1.0829      285.8950      400.1190      114.2240      699.0260      413.1310      213.8597      298.9070
1.0829      285.8140      400.1470      114.3330      699.1370      413.3230      213.9963      298.9900
1.0839      285.7660      400.1830      114.4170      699.3350      413.5690      214.1343      299.1520
1.0849      285.6960      400.1740      114.4780      699.4690      413.7730      214.2430      299.2950
1.0849      285.6740      400.1830      114.5090      699.6680      413.9940      214.3373      299.4850
1.0859      285.6190      400.1650      114.5460      699.8380      414.2190      214.4370      299.6730
1.0859      285.5460      400.1930      114.6470      700.0240      414.4780      214.5907      299.8310
1.0869      285.5350      400.1470      114.6120      700.2390      414.7040      214.6427      300.0920
1.0869      285.4940      400.2380      114.7440      700.3550      414.8610      214.7830      300.1170
1.0879      285.4100      400.2480      114.8380      700.6120      415.2020      214.9593      300.3640
1.0889      285.3510      400.2110      114.8600      700.7500      415.3990      215.0397      300.5390
1.0889      285.3470      400.1920      114.8450      700.9330      415.5860      215.0920      300.7410
1.0899      285.2700      400.1840      114.9140      701.1010      415.8310      215.2197      300.9170
1.0909      285.2190      400.1930      114.9740      701.2700      416.0510      215.3330      301.0770
1.0909      285.1340      400.2020      115.0680      701.4410      416.3070      215.4810      301.2390
1.0919      285.1300      400.1740      115.0440      701.6340      416.5040      215.5307      301.4600
1.0929      285.0790      400.2300      115.1510      701.7830      416.7040      215.6687      301.5530
1.0929      285.0060      400.2030      115.1970      701.9830      416.9770      215.7903      301.7800
1.0939      284.9650      400.2480      115.2830      702.1260      417.1610      215.9090      301.8780
1.0949      284.9140      400.0830      115.1690      702.3670      417.4530      215.9303      302.2840
1.0959      284.8470      400.2110      115.3640      702.5400      417.6930      216.1403      302.3290
1.0959      284.8030      400.2110      115.4080      702.6740      417.8710      216.2290      302.4630
1.0969      284.7700      400.2290      115.4590      702.8480      418.0780      216.3320      302.6190
1.0979      284.7190      400.1930      115.4740      702.9940      418.2750      216.4077      302.8010
1.0979      284.6710      400.2390      115.5680      703.2320      418.5610      216.5657      302.9930
1.0989      284.5900      400.1930      115.6030      703.4180      418.8280      216.6780      303.2250
1.0999      284.5390      400.2850      115.7460      703.6270      419.0880      216.8600      303.3420
1.0999      284.4760      400.1830      115.7070      703.7840      419.3080      216.9073      303.6010
1.1009      284.4620      400.1840      115.7220      703.9580      419.4960      216.9800      303.7740
1.1019      284.4170      400.1280      115.7110      704.2150      419.7980      217.0733      304.0870
1.1019      284.3440      400.2300      115.8860      704.3340      419.9900      217.2540      304.1040
1.1029      284.3290      400.1190      115.7900      704.5430      420.2140      217.2647      304.4240
1.1039      284.2450      400.2110      115.9660      704.6570      420.4120      217.4480      304.4460
1.1039      284.1930      400.2480      116.0550      704.7830      420.5900      217.5667      304.5350
1.1049      284.1600      400.1470      115.9870      705.0010      420.8410      217.6050      304.8540
1.1059      284.0830      400.1380      116.0550      705.1940      421.1110      217.7403      305.0560
1.1059      284.0130      400.2020      116.1890      705.3900      421.3770      217.9183      305.1880
1.1069      283.9870      400.1740      116.1870      705.6150      421.6280      218.0007      305.4410
1.1079      283.9470      400.1740      116.2270      705.7250      421.7780      218.0773      305.5510
1.1079      283.8960      400.1290      116.2330      705.9390      422.0430      218.1697      305.8100
1.1089      283.8620      400.2290      116.3670      706.0960      422.2340      218.3227      305.8670
1.1089      283.7820      400.1660      116.3840      706.3310      422.5490      218.4390      306.1650
1.1099      283.7230      400.1560      116.4330      706.4500      422.7270      218.5310      306.2940
1.1109      283.6860      400.1290      116.4430      706.5930      422.9070      218.5977      306.4640
1.1109      283.6200      400.1470      116.5270      706.7950      423.1750      218.7430      306.6480
1.1119      283.5900      400.2470      116.6570      706.9270      423.3370      218.8837      306.6800
1.1129      283.5170      400.1470      116.6300      707.1450      423.6280      218.9627      306.9980
1.1139      283.4950      400.1650      116.6700      707.3890      423.8940      219.0780      307.2240
1.1139      283.4510      400.1650      116.7140      707.5940      424.1430      219.1903      307.4290
1.1149      283.3880      400.1650      116.7770      707.7280      424.3400      219.2980      307.5630
1.1149      283.3220      400.1650      116.8430      707.9010      424.5790      219.4217      307.7360
1.1159      283.2710      400.2020      116.9310      708.0900      424.8190      219.5603      307.8880
1.1169      283.1940      400.1930      116.9990      708.2860      425.0920      219.6967      308.0930
1.1169      283.1750      400.2020      117.0270      708.4390      425.2640      219.7727      308.2370
1.1179      283.1020      400.1930      117.0910      708.5940      425.4920      219.8913      308.4010
1.1189      283.0650      400.1930      117.1280      708.7740      425.7090      219.9883      308.5810
1.1189      283.0170      400.2020      117.1850      708.9800      425.9630      220.1110      308.7780
1.1199      282.9770      400.2110      117.2340      709.2020      426.2250      220.2310      308.9910
1.1209      282.9180      400.2110      117.2930      709.3680      426.4500      220.3453      309.1570
1.1209      282.8700      400.2200      117.3500      709.5320      426.6620      220.4540      309.3120
1.1219      282.8330      400.1830      117.3500      709.7090      426.8760      220.5253      309.5260
1.1229      282.7410      400.2200      117.4790      709.9100      427.1690      220.7090      309.6900
1.1229      282.6900      400.2020      117.5120      710.0560      427.3660      220.7967      309.8540
1.1239      282.6680      400.2390      117.5710      710.2470      427.5790      220.9070      310.0080
1.1249      282.5940      400.1650      117.5710      710.4160      427.8220      220.9880      310.2510
1.1249      282.5610      400.1920      117.6310      710.6120      428.0510      221.1043      310.4200
1.1259      282.4990      400.1380      117.6390      710.8280      428.3290      221.2023      310.6900
1.1259      282.4550      400.1470      117.6920      711.0600      428.6050      221.3297      310.9130
1.1269      282.4070      400.1650      117.7580      711.2690      428.8620      221.4593      311.1040
1.1279      282.3450      400.1750      117.8300      711.4580      429.1130      221.5910      311.2830
1.1289      282.2890      400.2930      118.0040      711.5440      429.2550      221.7543      311.2510
1.1289      282.2530      400.1380      117.8850      711.8120      429.5590      221.7763      311.6740
1.1299      282.1900      400.2200      118.0300      711.9370      429.7470      221.9357      311.7170
1.1309      282.1170      400.1840      118.0670      712.1110      429.9940      222.0427      311.9270
1.1309      282.0470      400.2110      118.1640      712.3140      430.2670      222.1983      312.1030
1.1319      282.0500      400.2020      118.1520      712.4460      430.3960      222.2333      312.2440
1.1329      281.9770      400.1560      118.1790      712.7060      430.7290      222.3623      312.5500
1.1329      281.9220      400.2110      118.2890      712.9220      431.0000      222.5260      312.7110
1.1339      281.8850      400.1380      118.2530      713.1480      431.2630      222.5897      313.0100
1.1349      281.8260      400.1740      118.3480      713.3280      431.5020      222.7327      313.1540
1.1349      281.7670      400.1370      118.3700      713.4940      431.7270      222.8223      313.3570
1.1359      281.6760      400.1750      118.4990      713.6610      431.9850      222.9943      313.4860
1.1369      281.6350      400.1740      118.5390      713.8590      432.2240      223.1007      313.6850
1.1369      281.5910      400.1740      118.5830      714.0070      432.4160      223.1940      313.8330
1.1379      281.5510      400.2120      118.6610      714.1740      432.6230      223.3150      313.9620
1.1389      281.5100      400.2840      118.7740      714.3430      432.8330      223.4603      314.0590
1.1399      281.4370      400.1660      118.7290      714.6210      433.1840      223.5473      314.4550
1.1399      281.3740      400.1740      118.8000      714.8270      433.4530      223.6843      314.6530
1.1409      281.3480      400.2020      118.8540      715.0340      433.6860      223.7980      314.8320
1.1409      281.2570      400.1840      118.9270      715.2290      433.9720      223.9420      315.0450
1.1419      281.2010      400.1740      118.9730      715.3920      434.1910      224.0457      315.2180
1.1429      281.1720      400.2110      119.0390      715.5480      434.3760      224.1513      315.3370
1.1429      281.1170      400.2200      119.1030      715.7230      434.6060      224.2707      315.5030
1.1439      281.0620      400.1930      119.1310      715.8880      434.8260      224.3627      315.6950
1.1449      281.0070      400.1660      119.1590      716.0600      435.0530      224.4570      315.8940
1.1449      280.9630      400.2210      119.2580      716.2290      435.2660      224.5940      316.0080
1.1459      280.8930      400.2210      119.3280      716.4450      435.5520      224.7360      316.2240
1.1469      280.8120      400.1650      119.3530      716.6500      435.8380      224.8480      316.4850
1.1469      280.7860      400.1560      119.3700      716.8560      436.0700      224.9367      316.7000
1.1479      280.7640      400.2570      119.4930      717.0380      436.2740      225.0867      316.7810
1.1479      280.6830      400.2110      119.5280      717.2230      436.5400      225.1987      317.0120
1.1489      280.6170      400.2200      119.6030      717.4200      436.8030      225.3363      317.2000
1.1499      280.5660      400.1930      119.6270      717.5500      436.9840      225.4127      317.3570
1.1499      280.5110      400.1840      119.6730      717.7670      437.2560      225.5340      317.5830
1.1509      280.4590      400.2020      119.7430      717.9220      437.4630      225.6497      317.7200
1.1519      280.4150      400.1840      119.7690      718.0990      437.6840      225.7407      317.9150
1.1519      280.3820      400.1380      119.7560      718.3120      437.9300      225.8140      318.1740
1.1529      280.2900      400.1100      119.8200      718.5510      438.2610      225.9670      318.4410
1.1539      280.2530      400.2290      119.9760      718.7650      438.5120      226.1547      318.5360
1.1539      280.2020      400.2480      120.0460      718.9240      438.7220      226.2713      318.6760
1.1549      280.1060      400.1280      120.0220      719.1480      439.0420      226.3620      319.0200
1.1549      280.0840      400.1470      120.0630      719.3170      439.2330      226.4530      319.1700
1.1558      279.9920      400.2380      120.2460      719.4240      439.4320      226.6413      319.1860
1.1568      279.9520      400.1930      120.2410      719.6130      439.6610      226.7143      319.4200
1.1578      279.8860      400.1750      120.2890      719.7200      439.8340      226.8040      319.5450
1.1578      279.8490      400.2660      120.4170      719.9170      440.0680      226.9673      319.6510
1.1588      279.7790      400.1650      120.3860      720.1410      440.3620      227.0447      319.9760
1.1598      279.7420      400.1650      120.4230      720.3360      440.5940      227.1467      320.1710
1.1608      279.7130      400.1750      120.4620      720.5810      440.8680      227.2640      320.4060
1.1608      279.6500      400.2020      120.5520      720.6990      441.0490      227.3843      320.4970
1.1618      279.5920      400.1560      120.5640      720.8680      441.2760      227.4680      320.7120
1.1628      279.5620      400.2110      120.6490      721.0870      441.5250      227.6077      320.8760
1.1628      279.4590      400.2480      120.7890      721.2420      441.7830      227.7870      320.9940
1.1638      279.4120      400.1750      120.7630      721.3770      441.9650      227.8303      321.2020
1.1638      279.3820      400.2390      120.8570      721.5230      442.1410      227.9517      321.2840
1.1648      279.3230      400.1560      120.8330      721.7300      442.4070      228.0243      321.5740
1.1658      279.2570      400.1740      120.9170      721.9700      442.7130      228.1823      321.7960
1.1658      279.2280      400.2480      121.0200      722.1010      442.8730      228.3043      321.8530
1.1668      279.1030      400.1380      121.0350      722.3480      443.2450      228.4383      322.2100
1.1678      279.0920      400.2110      121.1190      722.5140      443.4220      228.5533      322.3030
1.1678      279.0730      400.1650      121.0920      722.7240      443.6510      228.6117      322.5590
1.1688      279.0220      400.2480      121.2260      722.9520      443.9300      228.7940      322.7040
1.1698      278.9150      400.1560      121.2410      723.1460      444.2310      228.9043      322.9900
1.1698      278.9040      400.2290      121.3250      723.2840      444.3800      229.0100      323.0550
1.1708      278.8710      400.2570      121.3860      723.3920      444.5210      229.0977      323.1350
1.1718      278.7900      400.2570      121.4670      723.5930      444.8030      229.2457      323.3360
1.1718      278.7650      400.1010      121.3360      723.8430      445.0780      229.2500      323.7420
1.1728      278.6730      400.2390      121.5660      724.0070      445.3340      229.4887      323.7680
1.1728      278.6100      400.2380      121.6280      724.2010      445.5910      229.6157      323.9630
1.1738      278.5880      400.2110      121.6230      724.3620      445.7740      229.6733      324.1510
1.1748      278.5410      400.2300      121.6890      724.5600      446.0190      229.7990      324.3300
1.1748      278.4600      400.2020      121.7420      724.7450      446.2850      229.9230      324.5430
1.1758      278.4160      400.1290      121.7130      724.9290      446.5130      229.9797      324.8000
1.1768      278.3750      400.1190      121.7440      725.0720      446.6970      230.0617      324.9530
1.1768      278.2830      400.2200      121.9370      725.2110      446.9280      230.2673      324.9910
1.1778      278.2580      400.2300      121.9720      725.3870      447.1290      230.3577      325.1570
1.1788      278.1880      400.1660      121.9780      725.6500      447.4620      230.4727      325.4840
1.1788      278.1580      400.1190      121.9610      725.8490      447.6910      230.5377      325.7300
1.1798      278.1250      400.1560      122.0310      726.0330      447.9080      230.6567      325.8770
1.1798      278.0440      400.2110      122.1670      726.1770      448.1330      230.8223      325.9660
1.1808      277.9890      400.2480      122.2590      726.4250      448.4360      230.9847      326.1770
1.1808      277.9490      400.1290      122.1800      726.6740      448.7250      231.0283      326.5450
1.1818      277.8970      400.1370      122.2400      726.8690      448.9720      231.1507      326.7320
1.1828      277.8240      400.2390      122.4150      727.0270      449.2030      231.3443      326.7880
1.1828      277.7650      400.1930      122.4280      727.1870      449.4220      231.4260      326.9940
1.1838      277.7470      400.1290      122.3820      727.3980      449.6510      231.4717      327.2690
1.1848      277.6620      400.1840      122.5220      727.6240      449.9620      231.6687      327.4400
1.1848      277.6140      400.1470      122.5330      727.7860      450.1720      231.7460      327.6390
1.1858      277.5590      400.2290      122.6700      728.0100      450.4510      231.9303      327.7810
1.1868      277.4970      400.2670      122.7700      728.1660      450.6690      232.0697      327.8990
1.1868      277.4200      400.1750      122.7550      728.3570      450.9370      232.1490      328.1820
1.1878      277.3060      400.1660      122.8600      728.5880      451.2820      232.3340      328.4220
1.1888      277.3390      400.1840      122.8450      728.7220      451.3830      232.3577      328.5380
1.1888      277.2840      400.1930      122.9090      728.9150      451.6310      232.4830      328.7220
1.1898      277.2100      400.2300      123.0200      729.0660      451.8560      232.6320      328.8360
1.1908      277.1440      400.1470      123.0030      729.2840      452.1400      232.7153      329.1370
1.1918      277.1000      400.2480      123.1480      729.4870      452.3870      232.8943      329.2390
1.1918      277.0780      400.2850      123.2070      729.6320      452.5540      232.9893      329.3470
1.1928      276.9860      400.2110      123.2250      729.7980      452.8120      233.0873      329.5870
1.1938      276.8870      400.2120      123.3250      729.9820      453.0950      233.2483      329.7700
1.1938      276.8830      400.1750      123.2920      730.2320      453.3490      233.3110      330.0570
1.1948      276.8200      400.1370      123.3170      730.4470      453.6270      233.4203      330.3100
1.1958      276.7730      400.2210      123.4480      730.5940      453.8210      233.5723      330.3730
1.1958      276.6990      400.1190      123.4200      730.7930      454.0940      233.6447      330.6740
1.1968      276.6510      400.1740      123.5230      730.9380      454.2870      233.7777      330.7640
1.1968      276.6070      400.1740      123.5670      731.1530      454.5460      233.8933      330.9790
1.1978      276.5590      400.2380      123.6790      731.3590      454.8000      234.0527      331.1210
1.1988      276.5150      400.2840      123.7690      731.5630      455.0480      234.1953      331.2790
1.1988      276.4420      400.1750      123.7330      731.7470      455.3050      234.2570      331.5720
1.1998      276.4010      400.1560      123.7550      731.9830      455.5820      234.3640      331.8270
1.2008      276.3210      400.1380      123.8170      732.2130      455.8920      234.5087      332.0750
1.2018      276.2870      400.1830      123.8960      732.4190      456.1320      234.6413      332.2360
1.2018      276.2180      400.1200      123.9020      732.6260      456.4080      234.7373      332.5060
1.2028      276.1810      400.2300      124.0490      732.7780      456.5970      234.8983      332.5480
1.2028      276.1110      400.2660      124.1550      732.9120      456.8010      235.0370      332.6460
1.2038      276.0300      400.1190      124.0890      733.1900      457.1600      235.1127      333.0710
1.2048      275.9600      400.1920      124.2320      733.4060      457.4460      235.3033      333.2140
1.2048      275.9710      400.1190      124.1480      733.5990      457.6280      235.3080      333.4800
1.2058      275.8830      400.2480      124.3650      733.7800      457.8970      235.5423      333.5320
1.2068      275.8170      400.2200      124.4030      733.9300      458.1130      235.6397      333.7100
1.2068      275.7550      400.2210      124.4660      734.2060      458.4510      235.7943      333.9850
1.2078      275.7100      400.1010      124.3910      734.4290      458.7190      235.8337      334.3280
1.2088      275.6920      400.1930      124.5010      734.6200      458.9280      235.9767      334.4270
1.2088      275.5850      400.2930      124.7080      734.7560      459.1710      236.1957      334.4630
1.2098      275.5080      400.0550      124.5470      734.9290      459.4210      236.1717      334.8740
1.2108      275.4200      400.0730      124.6530      735.1480      459.7280      236.3447      335.0750
1.2108      275.3870      400.2110      124.8240      735.3370      459.9500      236.5327      335.1260
1.2118      275.3580      400.2120      124.8540      735.5070      460.1490      236.6190      335.2950
1.2118      275.2910      400.2290      124.9380      735.6790      460.3880      236.7547      335.4500
1.2128      275.2470      400.1470      124.9000      735.8390      460.5920      236.7973      335.6920
1.2128      275.2110      400.2390      125.0280      736.1120      460.9010      236.9857      335.8730
1.2138      275.1110      400.1650      125.0540      736.3440      461.2330      237.1137      336.1790
1.2148      275.0640      400.1380      125.0740      736.5120      461.4480      237.1987      336.3740
1.2148      275.0160      400.1380      125.1220      736.6750      461.6590      237.3010      336.5370
1.2158      274.9900      400.2480      125.2580      736.8510      461.8610      237.4590      336.6030
1.2168      274.9090      400.1280      125.2190      737.0930      462.1840      237.5407      336.9650
1.2168      274.8470      400.2110      125.3640      737.3030      462.4560      237.7280      337.0920
1.2178      274.7880      400.2390      125.4510      737.4990      462.7110      237.8710      337.2600
1.2188      274.7030      400.2110      125.5080      737.6560      462.9530      237.9897      337.4450
1.2188      274.6670      400.1290      125.4620      737.7990      463.1320      238.0187      337.6700
1.2198      274.6000      400.1920      125.5920      738.0860      463.4860      238.2233      337.8940
1.2208      274.5640      400.2940      125.7300      738.2830      463.7190      238.3930      337.9890
1.2208      274.4680      400.0830      125.6150      738.4990      464.0310      238.4203      338.4160
1.2218      274.4570      400.1840      125.7270      738.6210      464.1640      238.5393      338.4370
1.2218      274.3760      400.1470      125.7710      738.7800      464.4040      238.6487      338.6330
1.2228      274.3320      400.1560      125.8240      739.0180      464.6860      238.7780      338.8620
1.2238      274.2660      400.2660      126.0000      739.2190      464.9530      238.9843      338.9530
1.2238      274.2220      400.1560      125.9340      739.4480      465.2260      239.0313      339.2920
1.2248      274.1700      400.1280      125.9580      739.6190      465.4490      239.1217      339.4910
1.2258      274.1120      400.2120      126.1000      739.7460      465.6340      239.2780      339.5340
1.2268      274.0200      400.2480      126.2280      739.9960      465.9760      239.4773      339.7480
1.2268      273.9790      400.1560      126.1770      740.2100      466.2310      239.5283      340.0540
1.2278      273.9240      400.1560      126.2320      740.3870      466.4630      239.6423      340.2310
1.2278      273.8620      400.1750      126.3130      740.5390      466.6770      239.7677      340.3640
1.2288      273.8290      400.1570      126.3280      740.6490      466.8200      239.8253      340.4920
1.2298      273.7920      400.1930      126.4010      740.8670      467.0750      239.9590      340.6740
1.2298      273.7000      400.1380      126.4380      741.1140      467.4140      240.0967      340.9760
1.2308      273.6480      400.1560      126.5080      741.3250      467.6770      240.2310      341.1690
1.2318      273.6040      400.1100      126.5060      741.5420      467.9380      240.3167      341.4320
1.2318      273.5270      400.1380      126.6110      741.6960      468.1690      240.4637      341.5580
1.2328      273.4870      400.2020      126.7150      741.8750      468.3880      240.6060      341.6730
1.2338      273.4100      400.1750      126.7650      742.1060      468.6960      240.7420      341.9310
1.2348      273.3770      400.1840      126.8070      742.2530      468.8760      240.8300      342.0690
1.2348      273.3070      400.1470      126.8400      742.4570      469.1500      240.9433      342.3100
1.2358      273.2370      400.1930      126.9560      742.6140      469.3770      241.0963      342.4210
1.2368      273.1930      400.1380      126.9450      742.8220      469.6290      241.1730      342.6840
1.2368      273.1230      400.2210      127.0980      743.0810      469.9580      241.3847      342.8600
1.2378      273.0970      400.1560      127.0590      743.2770      470.1800      241.4327      343.1210
1.2378      273.0420      400.1740      127.1320      743.4780      470.4360      241.5667      343.3040
1.2388      272.9580      400.1840      127.2260      743.7240      470.7660      241.7393      343.5400
1.2398      272.8800      400.2480      127.3680      743.8870      471.0070      241.9143      343.6390
1.2398      272.8290      400.1380      127.3090      744.1270      471.2980      241.9720      343.9890
1.2408      272.7920      400.1740      127.3820      744.2930      471.5010      242.0883      344.1190
1.2418      272.7220      400.1190      127.3970      744.4410      471.7190      242.1710      344.3220
1.2418      272.6630      400.1650      127.5020      744.6290      471.9660      242.3233      344.4640
1.2428      272.6080      400.2110      127.6030      744.8150      472.2070      242.4710      344.6040
1.2438      272.5530      400.1830      127.6300      745.0880      472.5350      242.5983      344.9050
1.2438      272.4720      400.1280      127.6560      745.3070      472.8350      242.7157      345.1790
1.2448      272.4390      400.1830      127.7440      745.5040      473.0650      242.8510      345.3210
1.2458      272.3840      400.1840      127.8000      745.7020      473.3180      242.9727      345.5180
1.2458      272.3000      400.1380      127.8380      745.8980      473.5980      243.0913      345.7600
1.2468      272.2670      400.2210      127.9540      746.0410      473.7740      243.2273      345.8200
1.2478      272.1890      400.1190      127.9300      746.2460      474.0570      243.3057      346.1270
1.2478      272.1200      400.2120      128.0920      746.3460      474.2260      243.4700      346.1340
1.2488      272.0680      400.2390      128.1710      746.5380      474.4700      243.6040      346.2990
1.2498      271.9980      400.1190      128.1210      746.7260      474.7280      243.6567      346.6070
1.2498      271.9650      400.2020      128.2370      746.9750      475.0100      243.8280      346.7730
1.2508      271.9140      400.1750      128.2610      747.1750      475.2610      243.9277      347.0000
1.2518      271.8620      400.1650      128.3030      747.4050      475.5430      244.0497      347.2400
1.2518      271.8220      400.1470      128.3250      747.5890      475.7670      244.1390      347.4420
1.2528      271.7340      400.1010      128.3670      747.8450      476.1110      244.2817      347.7440
1.2528      271.6750      400.2110      128.5360      747.9790      476.3040      244.4587      347.7680
1.2538      271.6200      400.1380      128.5180      748.1980      476.5780      244.5380      348.0600
1.2548      271.5530      400.1370      128.5840      748.3770      476.8240      244.6640      348.2400
1.2548      271.5130      400.2020      128.6890      748.6400      477.1270      244.8350      348.4380
1.2557      271.4210      400.1380      128.7170      748.7260      477.3050      244.9130      348.5880
1.2567      271.3700      400.1660      128.7960      748.9720      477.6020      245.0647      348.8060
1.2577      271.3370      400.1380      128.8010      749.1710      477.8340      245.1453      349.0330
1.2577      271.2780      400.2020      128.9240      749.4090      478.1310      245.3263      349.2070
1.2587      271.2150      400.2290      129.0140      749.6290      478.4140      245.4807      349.4000
1.2597      271.1490      400.1650      129.0160      749.8880      478.7390      245.5903      349.7230
1.2597      271.0980      400.1470      129.0490      750.0970      478.9990      245.6990      349.9500
1.2607      271.0430      400.2480      129.2050      750.2570      479.2140      245.8747      350.0090
1.2617      270.9730      400.1290      129.1560      750.4630      479.4900      245.9340      350.3340
1.2617      270.9320      400.1740      129.2420      750.6440      479.7120      246.0653      350.4700
1.2627      270.8700      400.1290      129.2590      750.8930      480.0230      246.1803      350.7640
1.2637      270.7930      400.2110      129.4180      751.0790      480.2860      246.3740      350.8680
1.2637      270.7740      400.2380      129.4640      751.3270      480.5530      246.4937      351.0890
1.2647      270.6900      400.2020      129.5120      751.5640      480.8740      246.6327      351.3620
1.2657      270.6200      400.1560      129.5360      751.7910      481.1710      246.7477      351.6350
1.2657      270.5650      400.1930      129.6280      752.0090      481.4440      246.9000      351.8160
1.2667      270.4880      400.1560      129.6680      752.2530      481.7650      247.0337      352.0970
1.2677      270.4250      400.1740      129.7490      752.4080      481.9830      247.1603      352.2340
1.2687      270.3920      400.1380      129.7460      752.5550      482.1630      247.2183      352.4170
1.2687      270.2930      400.1560      129.8630      752.7740      482.4810      247.4023      352.6180
1.2697      270.2270      400.2390      130.0120      752.9920      482.7650      247.5963      352.7530
1.2707      270.1720      400.1750      130.0030      753.1840      483.0120      247.6727      353.0090
1.2707      270.1380      400.1560      130.0180      753.4720      483.3340      247.7900      353.3160
1.2717      270.0870      400.1560      130.0690      753.6520      483.5650      247.9010      353.4960
1.2727      270.0060      400.1560      130.1500      753.8630      483.8570      248.0523      353.7070
1.2727      269.9330      400.1750      130.2420      754.0900      484.1570      248.2137      353.9150
1.2737      269.8960      400.1290      130.2330      754.3560      484.4600      248.3087      354.2270
1.2747      269.7970      400.2210      130.4240      754.4900      484.6930      248.5137      354.2690
1.2747      269.7270      400.1650      130.4380      754.6020      484.8750      248.5837      354.4370
1.2757      269.6530      400.1830      130.5300      754.8130      485.1600      248.7400      354.6300
1.2767      269.6350      400.1380      130.5030      755.0340      485.3990      248.8017      354.8960
1.2767      269.5870      400.2110      130.6240      755.2390      485.6520      248.9667      355.0280
1.2777      269.4950      400.1830      130.6880      755.4340      485.9390      249.1050      355.2510
1.2787      269.4550      400.1470      130.6920      755.6880      486.2330      249.2057      355.5410
1.2787      269.3780      400.1010      130.7230      755.9010      486.5230      249.3230      355.8000
1.2797      269.3300      400.1560      130.8260      756.1200      486.7900      249.4807      355.9640
1.2797      269.2490      400.1740      130.9250      756.3490      487.1000      249.6500      356.1750
1.2807      269.1940      400.1470      130.9530      756.5200      487.3260      249.7440      356.3730
1.2817      269.1460      400.1190      130.9730      756.7050      487.5590      249.8350      356.5860
1.2827      269.0730      400.1470      131.0740      756.8520      487.7790      249.9757      356.7050
1.2827      268.9810      400.2390      131.2580      757.0700      488.0890      250.2017      356.8310
1.2837      268.9590      400.0830      131.1240      757.3110      488.3520      250.2000      357.2280
