eps1          u            sigma3        sigma3'       sigma1        sigma1'       p             q
-0.1086      184.3280      400.5710      216.2430      303.7020      119.3740      183.9533      -96.8690
-0.1096      184.3720      400.5520      216.1800      303.4790      119.1070      183.8223      -97.0730
-0.1106      184.3680      400.4600      216.0920      303.2900      118.9220      183.7020      -97.1700
-0.1106      184.4160      400.5250      216.1090      303.0770      118.6610      183.6263      -97.4480
-0.1116      184.4450      400.4600      216.0150      302.8460      118.4010      183.4770      -97.6140
-0.1116      184.4600      400.5610      216.1010      302.5900      118.1300      183.4440      -97.9710
-0.1126      184.4790      400.4980      216.0190      302.3740      117.8950      183.3110      -98.1240
-0.1126      184.5700      400.4870      215.9170      302.2290      117.6590      183.1643      -98.2580
-0.1136      184.6110      400.5800      215.9690      302.0310      117.4200      183.1193      -98.5490
-0.1146      184.6400      400.5430      215.9030      301.8410      117.2010      183.0023      -98.7020
-0.1146      184.6770      400.4970      215.8200      301.6150      116.9380      182.8593      -98.8820
-0.1156      184.7400      400.4880      215.7480      301.3480      116.6080      182.7013      -99.1400
-0.1156      184.7430      400.5060      215.7630      301.1940      116.4510      182.6590      -99.3120
-0.1166      184.7430      400.5150      215.7720      300.9950      116.2520      182.5987      -99.5200
-0.1176      184.7910      400.4510      215.6600      300.7780      115.9870      182.4357      -99.6730
-0.1186      184.8460      400.5340      215.6880      300.5500      115.7040      182.3600      -99.9840
-0.1186      184.8680      400.5060      215.6380      300.3620      115.4940      182.2567      -100.1440
-0.1196      184.9780      400.4880      215.5100      300.2580      115.2800      182.1000      -100.2300
-0.1196      184.9930      400.5340      215.5410      300.0770      115.0840      182.0553      -100.4570
-0.1206      185.0480      400.5980      215.5500      299.8520      114.8040      181.9680      -100.7460
-0.1216      185.0700      400.4140      215.3440      299.6850      114.6150      181.7677      -100.7290
-0.1216      185.0590      400.5520      215.4930      299.4360      114.3770      181.7877      -101.1160
-0.1226      185.1550      400.5710      215.4160      299.2450      114.0900      181.6407      -101.3260
-0.1236      185.1550      400.4880      215.3330      299.0790      113.9240      181.5300      -101.4090
-0.1236      185.1950      400.4970      215.3020      298.8770      113.6820      181.4287      -101.6200
-0.1246      185.2320      400.4140      215.1820      298.7010      113.4690      181.2777      -101.7130
-0.1257      185.2980      400.5060      215.2080      298.5230      113.2250      181.2137      -101.9830
-0.1257      185.3570      400.5160      215.1590      298.3500      112.9930      181.1037      -102.1660
-0.1267      185.3680      400.4880      215.1200      298.1940      112.8260      181.0220      -102.2940
-0.1277      185.4410      400.4320      214.9910      298.0610      112.6200      180.8673      -102.3710
-0.1277      185.4750      400.4700      214.9950      297.8720      112.3970      180.7957      -102.5980
-0.1287      185.4860      400.4980      215.0120      297.6690      112.1830      180.7357      -102.8290
-0.1287      185.5440      400.5060      214.9620      297.4950      111.9510      180.6250      -103.0110
-0.1297      185.5520      400.5070      214.9550      297.3020      111.7500      180.5533      -103.2050
-0.1307      185.6220      400.5160      214.8940      297.1350      111.5130      180.4337      -103.3810
-0.1307      185.6550      400.5340      214.8790      296.9240      111.2690      180.3423      -103.6100
-0.1317      185.6880      400.5250      214.8370      296.7780      111.0900      180.2547      -103.7470
-0.1327      185.7690      400.5430      214.7740      296.6200      110.8510      180.1330      -103.9230
-0.1327      185.8380      400.4970      214.6590      296.5000      110.6620      179.9933      -103.9970
-0.1337      185.8750      400.5060      214.6310      296.3720      110.4970      179.9197      -104.1340
-0.1347      185.9080      400.5060      214.5980      296.2030      110.2950      179.8303      -104.3030
-0.1347      185.9340      400.5250      214.5910      296.0460      110.1120      179.7647      -104.4790
-0.1357      185.9710      400.5890      214.6180      295.8460      109.8750      179.7037      -104.7430
-0.1357      186.0440      400.4600      214.4160      295.7190      109.6750      179.5023      -104.7410
-0.1367      186.0520      400.4880      214.4360      295.5450      109.4930      179.4550      -104.9430
-0.1377      186.0920      400.5890      214.4970      295.3400      109.2480      179.4140      -105.2490
-0.1377      186.1660      400.4880      214.3220      295.2650      109.0990      179.2477      -105.2230
-0.1387      186.2130      400.6160      214.4030      295.0370      108.8240      179.2100      -105.5790
-0.1397      186.2430      400.4700      214.2270      295.0060      108.7630      179.0723      -105.4640
-0.1397      186.3090      400.5160      214.2070      294.8530      108.5440      178.9860      -105.6630
-0.1407      186.3750      400.5610      214.1860      294.7000      108.3250      178.8990      -105.8610
-0.1417      186.3860      400.4790      214.0930      294.5760      108.1900      178.7920      -105.9030
-0.1417      186.4450      400.4970      214.0520      294.4340      107.9890      178.6977      -106.0630
-0.1427      186.4930      400.4700      213.9770      294.3350      107.8420      178.5987      -106.1350
-0.1427      186.5070      400.4510      213.9440      294.1700      107.6630      178.5170      -106.2810
-0.1437      186.5510      400.5890      214.0380      293.9980      107.4470      178.5077      -106.5910
-0.1448      186.6070      400.5340      213.9270      293.8730      107.2660      178.3733      -106.6610
-0.1448      186.6950      400.4880      213.7930      293.7250      107.0300      178.2053      -106.7630
-0.1458      186.7390      400.5890      213.8500      293.6280      106.8890      178.1963      -106.9610
-0.1468      186.7650      400.5530      213.7880      293.5310      106.7660      178.1140      -107.0220
-0.1468      186.7980      400.5530      213.7550      293.3850      106.5870      178.0323      -107.1680
-0.1478      186.8460      400.5340      213.6880      293.2660      106.4200      177.9320      -107.2680
-0.1478      186.8820      400.5430      213.6610      293.0960      106.2140      177.8453      -107.4470
-0.1488      186.9040      400.5150      213.6110      292.9500      106.0460      177.7560      -107.5650
-0.1498      186.9340      400.5620      213.6280      292.8120      105.8780      177.7113      -107.7500
-0.1498      186.9740      400.5890      213.6150      292.6880      105.7140      177.6480      -107.9010
-0.1508      187.0150      400.6260      213.6110      292.5580      105.5430      177.5883      -108.0680
-0.1508      187.1060      400.6340      213.5280      292.4730      105.3670      177.4743      -108.1610
-0.1518      187.1580      400.5160      213.3580      292.3610      105.2030      177.3063      -108.1550
-0.1518      187.1910      400.5710      213.3800      292.2290      105.0380      177.2660      -108.3420
-0.1528      187.2500      400.5520      213.3020      292.1280      104.8780      177.1607      -108.4240
-0.1528      187.2610      400.4510      213.1900      291.9910      104.7300      177.0367      -108.4600
-0.1538      187.3010      400.5060      213.2050      291.8430      104.5420      176.9840      -108.6630
-0.1538      187.3340      400.5790      213.2450      291.6920      104.3580      176.9493      -108.8870
-0.1548      187.3670      400.5240      213.1570      291.5880      104.2210      176.8450      -108.9360
-0.1558      187.4300      400.5620      213.1320      291.4620      104.0320      176.7653      -109.1000
-0.1558      187.4370      400.5060      213.0690      291.3730      103.9360      176.6913      -109.1330
-0.1568      187.4850      400.5060      213.0210      291.2360      103.7510      176.5977      -109.2700
-0.1578      187.5330      400.4790      212.9460      291.1440      103.6110      176.5010      -109.3350
-0.1578      187.5840      400.5520      212.9680      291.0360      103.4520      176.4627      -109.5160
-0.1588      187.6800      400.5430      212.8630      290.9300      103.2500      176.3253      -109.6130
-0.1598      187.6690      400.5980      212.9290      290.8000      103.1310      176.3297      -109.7980
-0.1598      187.7170      400.4880      212.7710      290.6330      102.9160      176.1527      -109.8550
-0.1608      187.7570      400.5800      212.8230      290.5300      102.7730      176.1397      -110.0500
-0.1608      187.7720      400.6080      212.8360      290.3500      102.5780      176.0833      -110.2580
-0.1618      187.7860      400.5430      212.7570      290.2650      102.4790      175.9977      -110.2780
-0.1628      187.8750      400.5990      212.7240      290.1570      102.2820      175.9100      -110.4420
-0.1639      187.9000      400.5150      212.6150      290.0400      102.1400      175.7900      -110.4750
-0.1639      187.9700      400.5610      212.5910      290.0060      102.0360      175.7393      -110.5550
-0.1649      188.0110      400.5160      212.5050      289.9110      101.9000      175.6367      -110.6050
-0.1649      188.0510      400.5520      212.5010      289.7740      101.7230      175.5750      -110.7780
-0.1659      188.1100      400.6080      212.4980      289.6120      101.5020      175.4993      -110.9960
-0.1669      188.1250      400.5250      212.4000      289.5390      101.4140      175.4047      -110.9860
-0.1669      188.1980      400.4880      212.2900      289.4030      101.2050      175.2617      -111.0850
-0.1679      188.2460      400.5620      212.3160      289.2910      101.0450      175.2257      -111.2710
-0.1679      188.2460      400.5340      212.2880      289.1920      100.9460      175.1740      -111.3420
-0.1689      188.2750      400.4600      212.1850      289.0850      100.8100      175.0600      -111.3750
-0.1699      188.3380      400.5340      212.1960      288.9620      100.6240      175.0053      -111.5720
-0.1699      188.3970      400.5340      212.1370      288.9010      100.5040      174.9260      -111.6330
-0.1709      188.4370      400.5160      212.0790      288.8570      100.4200      174.8593      -111.6590
-0.1719      188.5180      400.5250      212.0070      288.7720      100.2540      174.7560      -111.7530
-0.1719      188.5290      400.5620      212.0330      288.6110      100.0820      174.7160      -111.9510
-0.1729      188.5550      400.6350      212.0800      288.4373      99.8823      174.6808      -112.1977
-0.1739      188.6240      400.4880      211.8640      288.3906      99.7666      174.4982      -112.0974
-0.1739      188.6390      400.5980      211.9590      288.3075      99.6685      174.5288      -112.2905
-0.1749      188.6870      400.5800      211.8930      288.2281      99.5411      174.4424      -112.3519
-0.1749      188.7530      400.5340      211.7810      288.1053      99.3523      174.3048      -112.4287
-0.1759      188.7970      400.5520      211.7550      287.9645      99.1675      174.2258      -112.5875
-0.1769      188.8380      400.5430      211.7050      287.9338      99.0958      174.1686      -112.6092
-0.1769      188.8820      400.5160      211.6340      287.8500      98.9680      174.0787      -112.6660
-0.1779      188.9290      400.5520      211.6230      287.7905      98.8615      174.0358      -112.7615
-0.1789      188.9660      400.5610      211.5950      287.6553      98.6893      173.9598      -112.9057
-0.1789      189.0100      400.4050      211.3950      287.5804      98.5704      173.7868      -112.8246
-0.1799      189.0690      400.6160      211.5470      287.4037      98.3347      173.8096      -113.2123
-0.1809      189.0580      400.5060      211.4480      287.3646      98.3066      173.7342      -113.1414
-0.1809      189.1060      400.5620      211.4560      287.2496      98.1436      173.6852      -113.3124
-0.1819      189.1460      400.5610      211.4150      287.1482      98.0022      173.6107      -113.4128
-0.1819      189.2010      400.5430      211.3420      287.0517      97.8507      173.5116      -113.4913
-0.1830      189.2530      400.5800      211.3270      286.9541      97.7011      173.4517      -113.6259
-0.1840      189.2970      400.5800      211.2830      286.9564      97.6594      173.4085      -113.6236
-0.1840      189.3560      400.5060      211.1500      286.8787      97.5227      173.2742      -113.6273
-0.1850      189.4290      400.4510      211.0220      286.7491      97.3201      173.1214      -113.7019
-0.1860      189.4070      400.5890      211.1820      286.6553      97.2483      173.2041      -113.9337
-0.1860      189.4510      400.5520      211.1010      286.5450      97.0940      173.0987      -114.0070
-0.1870      189.4880      400.5340      211.0460      286.4300      96.9420      173.0113      -114.1040
-0.1880      189.5580      400.4880      210.9300      286.3882      96.8302      172.8967      -114.0998
-0.1880      189.5870      400.5060      210.9190      286.3090      96.7220      172.8533      -114.1970
-0.1890      189.6200      400.4600      210.8400      286.2457      96.6257      172.7686      -114.2143
-0.1900      189.6650      400.4880      210.8230      286.1507      96.4857      172.7106      -114.3373
-0.1900      189.7010      400.5430      210.8420      286.0847      96.3837      172.6892      -114.4583
-0.1910      189.7670      400.5240      210.7570      286.0444      96.2774      172.5971      -114.4796
-0.1910      189.8300      400.6170      210.7870      285.8902      96.0602      172.5447      -114.7268
-0.1920      189.8590      400.5150      210.6560      285.7917      95.9327      172.4149      -114.7233
-0.1930      189.8670      400.4970      210.6300      285.7770      95.9100      172.3900      -114.7200
-0.1930      189.9070      400.5430      210.6360      285.6741      95.7671      172.3464      -114.8689
-0.1940      189.9330      400.4970      210.5640      285.5577      95.6247      172.2509      -114.9393
-0.1950      189.9660      400.5160      210.5500      285.4740      95.5080      172.2027      -115.0420
-0.1950      190.0060      400.5340      210.5280      285.3591      95.3531      172.1364      -115.1749
-0.1960      190.0650      400.5430      210.4780      285.3491      95.2841      172.0800      -115.1939
-0.1970      190.1060      400.5340      210.4280      285.3109      95.2049      172.0203      -115.2231
-0.1970      190.1610      400.5620      210.4010      285.2123      95.0513      171.9511      -115.3497
-0.1980      190.1860      400.5430      210.3570      285.1248      94.9388      171.8843      -115.4182
-0.1990      190.2080      400.4870      210.2790      285.0635      94.8555      171.8045      -115.4235
-0.1990      190.2380      400.5520      210.3140      284.9222      94.6842      171.7707      -115.6298
-0.2000      190.2860      400.5250      210.2390      284.8659      94.5799      171.6860      -115.6591
-0.2000      190.2820      400.4970      210.2150      284.7893      94.5073      171.6458      -115.7077
-0.2010      190.3410      400.5070      210.1660      284.6935      94.3525      171.5615      -115.8135
-0.2021      190.3890      400.4700      210.0810      284.5819      94.1929      171.4516      -115.8881
-0.2021      190.4360      400.5060      210.0700      284.6238      94.1878      171.4426      -115.8822
-0.2031      190.4880      400.5800      210.0920      284.5365      94.0485      171.4108      -116.0435
-0.2041      190.5540      400.4600      209.9060      284.5027      93.9487      171.2536      -115.9573
-0.2041      190.5830      400.5700      209.9870      284.3937      93.8107      171.2616      -116.1763
-0.2051      190.6200      400.5250      209.9050      284.2449      93.6249      171.1450      -116.2801
