eps1         u            sigma3        sigma3'       sigma1        sigma1'       p             q
0.1256      281.7120      500.4930      218.7810      599.8920      318.1800      251.9140      99.3990
0.1263      282.0790      500.4740      218.3950      600.1700      318.0910      251.6270      99.6960
0.1270      282.4320      500.4460      218.0140      600.4870      318.0550      251.3610      100.0410
0.1276      282.7440      500.4830      217.7390      600.7340      317.9900      251.1560      100.2510
0.1283      283.0790      500.4930      217.4140      600.9810      317.9020      250.9100      100.4880
0.1290      283.4060      500.5570      217.1510      601.2400      317.8340      250.7120      100.6830
0.1296      283.7290      500.4460      216.7170      601.4890      317.7600      250.3980      101.0430
0.1303      284.0860      500.4740      216.3880      601.7420      317.6560      250.1440      101.2680
0.1310      284.3870      500.4740      216.0870      602.0040      317.6170      249.9303      101.5300
0.1316      284.7400      500.4740      215.7340      602.3230      317.5830      249.6837      101.8490
0.1323      285.0890      500.4740      215.3850      602.5860      317.4970      249.4223      102.1120
0.1329      285.3940      500.5200      215.1260      602.8530      317.4590      249.2370      102.3330
0.1336      285.7470      500.4650      214.7180      603.1030      317.3560      248.9307      102.6380
0.1343      286.0340      500.5290      214.4950      603.3040      317.2700      248.7533      102.7750
0.1349      286.3570      500.5380      214.1810      603.5830      317.2260      248.5293      103.0450
0.1356      286.7290      500.4750      213.7460      603.8250      317.0960      248.1960      103.3500
0.1363      287.0150      500.5290      213.5140      604.0380      317.0230      248.0170      103.5090
0.1369      287.3460      500.4740      213.1280      604.2890      316.9430      247.7330      103.8150
0.1376      287.6580      500.5100      212.8520      604.5060      316.8480      247.5173      103.9960
0.1382      287.9820      500.5660      212.5840      604.7750      316.7930      247.3203      104.2090
0.1389      288.3050      500.4650      212.1600      605.0730      316.7680      247.0293      104.6080
0.1396      288.6400      500.5480      211.9080      605.3240      316.6840      246.8333      104.7760
0.1402      288.9120      500.5020      211.5900      605.5690      316.6570      246.6123      105.0670
0.1409      289.2680      500.5010      211.2330      605.7870      316.5190      246.3283      105.2860
0.1416      289.5510      500.5290      210.9780      606.0330      316.4820      246.1460      105.5040
0.1422      289.8780      500.5840      210.7060      606.2130      316.3350      245.9157      105.6290
0.1429      290.1800      500.5110      210.3310      606.4580      316.2780      245.6467      105.9470
0.1435      290.5000      500.5110      210.0110      606.6920      316.1920      245.4047      106.1810
0.1442      290.8120      500.4830      209.6710      606.9250      316.1130      245.1517      106.4420
0.1449      291.0800      500.5010      209.4210      607.1460      316.0660      244.9693      106.6450
0.1456      291.4480      500.5110      209.0630      607.4220      315.9740      244.7000      106.9110
0.1462      291.7640      500.4650      208.7010      607.6560      315.8920      244.4313      107.1910
0.1469      292.0400      500.5110      208.4710      607.9050      315.8650      244.2690      107.3940
0.1476      292.3670      500.5760      208.2090      608.1010      315.7340      244.0507      107.5250
0.1482      292.6830      500.4740      207.7910      608.3740      315.6910      243.7577      107.9000
0.1489      292.9800      500.5560      207.5760      608.5500      315.5700      243.5740      107.9940
0.1495      293.2450      500.5200      207.2750      608.7570      315.5120      243.3540      108.2370
0.1502      293.5570      500.5010      206.9440      608.9470      315.3900      243.0927      108.4460
0.1509      293.8700      500.5110      206.6410      609.1790      315.3090      242.8637      108.6680
0.1515      294.1570      500.4930      206.3360      609.4690      315.3120      242.6613      108.9760
0.1522      294.4620      500.5200      206.0580      609.6660      315.2040      242.4400      109.1460
0.1529      294.7520      500.4930      205.7410      609.8920      315.1400      242.2073      109.3990
0.1535      295.0860      500.5840      205.4980      610.1180      315.0320      242.0093      109.5340
0.1542      295.3730      500.4280      205.0550      610.3450      314.9720      241.6940      109.9170
0.1548      295.6560      500.5750      204.9190      610.5260      314.8700      241.5693      109.9510
0.1555      295.9320      500.4740      204.5420      610.7540      314.8220      241.3020      110.2800
0.1562      296.2740      500.5110      204.2370      610.9360      314.6620      241.0453      110.4250
0.1568      296.5380      500.5840      204.0460      611.1000      314.5620      240.8847      110.5160
0.1575      296.8180      500.4840      203.6660      611.3320      314.5140      240.6153      110.8480
0.1582      297.0780      500.5010      203.4230      611.5830      314.5050      240.4503      111.0820
0.1588      297.4130      500.4740      203.0610      611.7720      314.3590      240.1603      111.2980
0.1595      297.6960      500.4930      202.7970      611.9870      314.2910      239.9617      111.4940
0.1602      297.9720      500.4750      202.5030      612.1520      314.1800      239.7287      111.6770
0.1608      298.3060      500.4650      202.1590      612.4100      314.1040      239.4740      111.9450
0.1615      298.5820      500.4740      201.8920      612.6640      314.0820      239.2887      112.1900
0.1622      298.8350      500.5380      201.7030      612.8480      314.0130      239.1397      112.3100
0.1628      299.1480      500.4650      201.3170      613.0530      313.9050      238.8463      112.5880
0.1635      299.4490      500.4830      201.0340      613.2080      313.7590      238.6090      112.7250
0.1641      299.7030      500.4840      200.7810      613.4390      313.7360      238.4327      112.9550
0.1648      299.9970      500.4930      200.4960      613.6480      313.6510      238.2143      113.1550
0.1655      300.2940      500.5100      200.2160      613.8180      313.5240      237.9853      113.3080
0.1661      300.5410      500.4740      199.9330      614.0580      313.5170      237.7943      113.5840
0.1668      300.8270      500.5200      199.6930      614.2070      313.3800      237.5887      113.6870
0.1675      301.1290      500.4190      199.2900      614.4580      313.3290      237.3030      114.0390
0.1681      301.3860      500.5200      199.1340      614.6380      313.2520      237.1733      114.1180
0.1688      301.6620      500.5480      198.8860      614.7550      313.0930      236.9550      114.2070
0.1695      301.9740      500.4830      198.5090      614.9930      313.0190      236.6790      114.5100
0.1701      302.2280      500.4930      198.2650      615.1110      312.8830      236.4710      114.6180
0.1708      302.5070      500.5020      197.9950      615.3680      312.8610      236.2837      114.8660
0.1714      302.7750      500.5110      197.7360      615.5880      312.8130      236.0950      115.0770
0.1721      303.0550      500.4650      197.4100      615.7710      312.7160      235.8453      115.3060
0.1728      303.3410      500.5010      197.1600      615.9700      312.6290      235.6497      115.4690
0.1734      303.6240      500.4550      196.8310      616.1190      312.4950      235.3857      115.6640
0.1741      303.8930      500.4930      196.6000      616.3700      312.4770      235.2257      115.8770
0.1748      304.1610      500.4740      196.3130      616.5820      312.4210      235.0157      116.1080
0.1754      304.4330      500.4930      196.0600      616.7090      312.2760      234.7987      116.2160
0.1761      304.7120      500.4560      195.7440      616.8810      312.1690      234.5523      116.4250
0.1768      304.9880      500.5480      195.5600      617.0320      312.0440      234.3880      116.4840
0.1774      305.2410      500.4830      195.2420      617.2690      312.0280      234.1707      116.7860
0.1781      305.5250      500.4560      194.9310      617.5170      311.9920      233.9513      117.0610
0.1788      305.7630      500.4830      194.7200      617.6890      311.9260      233.7887      117.2060
0.1794      306.0650      500.5750      194.5100      617.8460      311.7810      233.6003      117.2710
0.1801      306.3290      500.4280      194.0990      617.9890      311.6600      233.2860      117.5610
0.1807      306.6010      500.4920      193.8910      618.2190      311.6180      233.1333      117.7270
0.1814      306.8180      500.4650      193.6470      618.4110      311.5930      232.9623      117.9460
0.1821      307.1340      500.4740      193.3400      618.5660      311.4320      232.7040      118.0920
0.1827      307.3700      500.5210      193.1510      618.6980      311.3280      232.5433      118.1770
0.1834      307.6120      500.4740      192.8620      618.8910      311.2790      232.3343      118.4170
0.1841      307.8950      500.5110      192.6160      619.0490      311.1540      232.1287      118.5380
0.1847      308.1340      500.5200      192.3860      619.2220      311.0880      231.9533      118.7020
0.1854      308.3910      500.4920      192.1010      619.4150      311.0240      231.7420      118.9230
0.1860      308.6710      500.4840      191.8130      619.6110      310.9400      231.5220      119.1270
0.1867      308.9390      500.5380      191.5990      619.7430      310.8040      231.3340      119.2050
0.1874      309.1670      500.4560      191.2890      619.9420      310.7750      231.1177      119.4860
0.1880      309.4390      500.4840      191.0450      620.0990      310.6600      230.9167      119.6150
0.1887      309.7250      500.4920      190.7670      620.2310      310.5060      230.6800      119.7390
0.1894      309.9530      500.4550      190.5020      620.3890      310.4360      230.4800      119.9340
0.1900      310.1890      500.5300      190.3410      620.5330      310.3440      230.3420      120.0030
0.1907      310.4680      500.5020      190.0340      620.6960      310.2280      230.0987      120.1940
0.1914      310.6810      500.5020      189.8210      620.9070      310.2260      229.9560      120.4050
0.1920      310.9420      500.4560      189.5140      621.0970      310.1550      229.7277      120.6410
0.1927      311.2290      500.4840      189.2550      621.2620      310.0330      229.5143      120.7780
0.1934      311.4970      500.4830      188.9860      621.4000      309.9030      229.2917      120.9170
0.1940      311.7210      500.4560      188.7350      621.6030      309.8820      229.1173      121.1470
0.1947      311.9860      500.4190      188.4330      621.7510      309.7650      228.8770      121.3320
0.1953      312.2360      500.4740      188.2380      621.8980      309.6620      228.7127      121.4240
0.1960      312.4640      500.4380      187.9740      622.0310      309.5670      228.5050      121.5930
0.1967      312.6950      500.4190      187.7240      622.1910      309.4960      228.3147      121.7720
0.1973      312.9520      500.4830      187.5310      622.3650      309.4130      228.1583      121.8820
0.1980      313.1990      500.5110      187.3120      622.5270      309.3280      227.9840      122.0160
0.1987      313.4740      500.4830      187.0090      622.7450      309.2710      227.7630      122.2620
0.1993      313.7240      500.4830      186.7590      622.8790      309.1550      227.5577      122.3960
0.2000      313.9740      500.4740      186.5000      623.0420      309.0680      227.3560      122.5680
0.2006      314.2240      500.5020      186.2780      623.2290      309.0050      227.1870      122.7270
0.2013      314.4810      500.5470      186.0660      623.3960      308.9150      227.0157      122.8490
0.2020      314.7060      500.5480      185.8420      623.5100      308.8040      226.8293      122.9620
0.2026      314.9190      500.4470      185.5280      623.6200      308.7010      226.5857      123.1730
0.2033      315.1940      500.4830      185.2890      623.7750      308.5810      226.3863      123.2920
0.2040      315.4300      500.5850      185.1550      623.9420      308.5120      226.2740      123.3570
0.2046      315.6720      500.5750      184.9030      624.1180      308.4460      226.0840      123.5430
0.2053      315.9000      500.4460      184.5460      624.2720      308.3720      225.8213      123.8260
0.2060      316.1540      500.4470      184.2930      624.4400      308.2860      225.6240      123.9930
0.2067      316.3960      500.4460      184.0500      624.5850      308.1890      225.4297      124.1390
0.2073      316.6460      500.5570      183.9110      624.7200      308.0740      225.2987      124.1630
0.2080      316.8780      500.4930      183.6150      624.8770      307.9990      225.0763      124.3840
0.2086      317.1280      500.5300      183.4020      625.0180      307.8900      224.8980      124.4880
0.2093      317.3260      500.4560      183.1300      625.1770      307.8510      224.7037      124.7210
0.2100      317.6090      500.4830      182.8740      625.2570      307.6480      224.4653      124.7740
0.2106      317.7820      500.5110      182.7290      625.4370      307.6550      224.3710      124.9260
0.2113      318.0320      500.4650      182.4330      625.6190      307.5870      224.1510      125.1540
0.2119      318.3070      500.4550      182.1480      625.7480      307.4410      223.9123      125.2930
0.2126      318.5460      500.4830      181.9370      625.8980      307.3520      223.7420      125.4150
0.2133      318.7490      500.4840      181.7350      626.0190      307.2700      223.5800      125.5350
0.2139      319.0060      500.4740      181.4680      626.1740      307.1680      223.3680      125.7000
0.2146      319.2370      500.4830      181.2460      626.3680      307.1310      223.2077      125.8850
0.2153      319.4620      500.5300      181.0680      626.4710      307.0090      223.0483      125.9410
0.2159      319.6710      500.5660      180.8950      626.6000      306.9290      222.9063      126.0340
0.2166      319.9430      500.4650      180.5220      626.7800      306.8370      222.6270      126.3150
0.2173      320.1710      500.5480      180.3770      626.8590      306.6880      222.4807      126.3110
0.2179      320.3770      500.4650      180.0880      627.0530      306.6760      222.2840      126.5880
0.2186      320.5970      500.4190      179.8220      627.1800      306.5830      222.0757      126.7610
0.2193      320.8620      500.4280      179.5660      627.3090      306.4470      221.8597      126.8810
0.2199      321.0860      500.4830      179.3970      627.3940      306.3080      221.7007      126.9110
0.2206      321.2960      500.4930      179.1970      627.5640      306.2680      221.5540      127.0710
0.2213      321.5200      500.5020      178.9820      627.7180      306.1980      221.3873      127.2160
0.2219      321.7810      500.4470      178.6660      627.8800      306.0990      221.1437      127.4330
0.2226      321.9870      500.4930      178.5060      627.9820      305.9950      221.0023      127.4890
0.2233      322.2030      500.4650      178.2620      628.0900      305.8870      220.8037      127.6250
0.2239      322.4170      500.4380      178.0210      628.2460      305.8290      220.6237      127.8080
0.2246      322.6220      500.4650      177.8430      628.3150      305.6930      220.4597      127.8500
0.2252      322.8390      500.4560      177.6170      628.4520      305.6130      220.2823      127.9960
0.2259      323.0710      500.5110      177.4400      628.5850      305.5140      220.1313      128.0740
0.2266      323.3060      500.5290      177.2230      628.6960      305.3900      219.9453      128.1670
0.2272      323.5040      500.3730      176.8690      628.8890      305.3850      219.7077      128.5160
0.2279      323.7070      500.5020      176.7950      628.9400      305.2330      219.6077      128.4380
0.2286      323.9090      500.4380      176.5290      629.0640      305.1550      219.4043      128.6260
0.2292      324.1220      500.5660      176.4440      629.1380      305.0160      219.3013      128.5720
0.2299      324.3830      500.4930      176.1100      629.2540      304.8710      219.0303      128.7610
0.2306      324.5560      500.4740      175.9180      629.3890      304.8330      218.8897      128.9150
0.2312      324.7650      500.4740      175.7090      629.4980      304.7330      218.7170      129.0240
0.2319      324.9930      500.5110      175.5180      629.6090      304.6160      218.5507      129.0980
