eps1          u            sigma3        sigma3'       sigma1        sigma1'       p             q
-0.1133      200.7900      499.7660      298.9760      406.6910      205.9010      267.9510      -93.0750
-0.1143      200.9510      499.8200      298.8690      406.4250      205.4740      267.7373      -93.3950
-0.1143      201.1350      499.8390      298.7040      406.2380      205.1030      267.5037      -93.6010
-0.1153      201.3410      499.7750      298.4340      406.0920      204.7510      267.2063      -93.6830
-0.1163      201.5140      499.7930      298.2790      405.8780      204.3640      266.9740      -93.9150
-0.1163      201.6860      499.8480      298.1620      405.6200      203.9340      266.7527      -94.2280
-0.1174      201.9070      499.7560      297.8490      405.4020      203.4950      266.3977      -94.3540
-0.1184      202.0610      499.8020      297.7410      405.1850      203.1240      266.2020      -94.6170
-0.1194      202.2080      499.8020      297.5940      404.9850      202.7770      265.9883      -94.8170
-0.1194      202.3960      499.8390      297.4430      404.7830      202.3870      265.7577      -95.0560
-0.1204      202.5720      499.7840      297.2120      404.5660      201.9940      265.4727      -95.2180
-0.1204      202.7710      499.7840      297.0130      404.2640      201.4930      265.1730      -95.5200
-0.1214      202.9360      499.7930      296.8570      404.0370      201.1010      264.9383      -95.7560
-0.1224      203.1310      499.8110      296.6800      403.8770      200.7460      264.7020      -95.9340
-0.1224      203.3700      499.8020      296.4320      403.7640      200.3940      264.4193      -96.0380
-0.1234      203.4950      499.8570      296.3620      403.5520      200.0570      264.2603      -96.3050
-0.1244      203.6820      499.8480      296.1660      403.2540      199.5720      263.9680      -96.5940
-0.1244      203.8810      499.8210      295.9400      403.0620      199.1810      263.6870      -96.7590
-0.1254      204.0460      499.8480      295.8020      402.8920      198.8460      263.4833      -96.9560
-0.1254      204.2080      499.8210      295.6130      402.6930      198.4850      263.2370      -97.1280
-0.1264      204.4360      499.8020      295.3660      402.4870      198.0510      262.9277      -97.3150
-0.1274      204.5970      499.8110      295.2140      402.2880      197.6910      262.7063      -97.5230
-0.1274      204.7700      499.8110      295.0410      402.0970      197.3270      262.4697      -97.7140
-0.1284      205.0020      499.8210      294.8190      401.9570      196.9550      262.1977      -97.8640
-0.1284      205.1820      499.8940      294.7120      401.7830      196.6010      262.0083      -98.1110
-0.1294      205.3800      499.8390      294.4590      401.6380      196.2580      261.7253      -98.2010
-0.1304      205.5820      499.7740      294.1920      401.4170      195.8350      261.4063      -98.3570
-0.1314      205.7440      499.7930      294.0490      401.1840      195.4400      261.1793      -98.6090
-0.1314      205.9090      499.8200      293.9110      401.0050      195.0960      260.9727      -98.8150
-0.1324      206.0820      499.7650      293.6830      400.8500      194.7680      260.7113      -98.9150
-0.1334      206.2880      499.8570      293.5690      400.6890      194.4010      260.5130      -99.1680
-0.1334      206.4680      499.7840      293.3160      400.4850      194.0170      260.2163      -99.2990
-0.1344      206.6480      499.8390      293.1910      400.2660      193.6180      260.0000      -99.5730
-0.1344      206.7910      499.8840      293.0930      400.1190      193.3280      259.8380      -99.7650
-0.1354      206.9940      499.7560      292.7620      399.9620      192.9680      259.4973      -99.7940
-0.1364      207.2440      499.8300      292.5860      399.8410      192.5970      259.2563      -99.9890
-0.1364      207.4090      499.8110      292.4020      399.6530      192.2440      259.0160      -100.1580
-0.1374      207.5850      499.8200      292.2350      399.4190      191.8340      258.7680      -100.4010
-0.1384      207.7650      499.8020      292.0370      399.2560      191.4910      258.5217      -100.5460
-0.1394      207.9490      499.8110      291.8620      399.0370      191.0880      258.2707      -100.7740
-0.1394      208.1510      499.8750      291.7240      398.9210      190.7700      258.0727      -100.9540
-0.1404      208.3460      499.7830      291.4370      398.7420      190.3960      257.7567      -101.0410
-0.1404      208.5740      499.8200      291.2460      398.5940      190.0200      257.5040      -101.2260
-0.1414      208.7250      499.7560      291.0310      398.4700      189.7450      257.2690      -101.2860
-0.1424      208.9420      499.7470      290.8050      398.3480      189.4060      257.0053      -101.3990
-0.1424      209.1330      499.8110      290.6780      398.2150      189.0820      256.8127      -101.5960
-0.1434      209.3200      499.8200      290.5000      398.0490      188.7290      256.5763      -101.7710
-0.1444      209.5520      499.7930      290.2410      397.8710      188.3190      256.2670      -101.9220
-0.1444      209.6880      499.8850      290.1970      397.6950      188.0070      256.1337      -102.1900
-0.1454      209.8750      499.7930      289.9180      397.5730      187.6980      255.8447      -102.2200
-0.1464      210.0630      499.7840      289.7210      397.4090      187.3460      255.5960      -102.3750
-0.1474      210.2650      499.7470      289.4820      397.2320      186.9670      255.3103      -102.5150
-0.1474      210.4410      499.7740      289.3330      397.1240      186.6830      255.1163      -102.6500
-0.1484      210.6730      499.8570      289.1840      396.9760      186.3030      254.8903      -102.8810
-0.1494      210.9120      499.8120      288.9000      396.9200      186.0080      254.6027      -102.8920
-0.1494      211.0880      499.7740      288.6860      396.7760      185.6880      254.3533      -102.9980
-0.1505      211.2680      499.7740      288.5060      396.6120      185.3440      254.1187      -103.1620
-0.1515      211.4480      499.8110      288.3630      396.4730      185.0250      253.9170      -103.3380
-0.1515      211.6580      499.8570      288.1990      396.3190      184.6610      253.6863      -103.5380
-0.1525      211.8270      499.8300      288.0030      396.2230      184.3960      253.4673      -103.6070
-0.1535      212.0180      499.9490      287.9310      396.0300      184.0120      253.2913      -103.9190
-0.1535      212.1940      499.7560      287.5620      395.8730      183.6790      252.9343      -103.8830
-0.1545      212.3740      499.8660      287.4920      395.7580      183.3840      252.7893      -104.1080
-0.1555      212.5690      499.7830      287.2140      395.7100      183.1410      252.5230      -104.0730
-0.1565      212.7750      499.7650      286.9900      395.6190      182.8440      252.2747      -104.1460
-0.1565      213.0100      499.8750      286.8650      395.4760      182.4660      252.0653      -104.3990
-0.1575      213.1540      499.8120      286.6580      395.3380      182.1840      251.8333      -104.4740
-0.1575      213.3560      499.7930      286.4370      395.1720      181.8160      251.5633      -104.6210
-0.1585      213.5320      499.7740      286.2420      395.0450      181.5130      251.3323      -104.7290
-0.1585      213.7270      499.7740      286.0470      394.9880      181.2610      251.1183      -104.7860
-0.1595      213.8850      499.8570      285.9720      394.8090      180.9240      250.9560      -105.0480
-0.1605      214.0870      499.8570      285.7700      394.6350      180.5480      250.6960      -105.2220
-0.1605      214.2710      499.8300      285.5590      394.5010      180.2300      250.4493      -105.3290
-0.1615      214.4510      499.8300      285.3790      394.3620      179.9110      250.2230      -105.4680
-0.1625      214.6790      499.8480      285.1690      394.3100      179.6310      249.9897      -105.5380
-0.1625      214.8660      499.7650      284.8990      394.2410      179.3750      249.7243      -105.5240
-0.1635      215.0430      499.7560      284.7130      394.1090      179.0660      249.4973      -105.6470
-0.1645      215.2520      499.8200      284.5680      393.9680      178.7160      249.2840      -105.8520
-0.1645      215.4510      499.7290      284.2780      393.8330      178.3820      248.9793      -105.8960
-0.1655      215.6160      499.8200      284.2040      393.6740      178.0580      248.8220      -106.1460
-0.1665      215.7960      499.8570      284.0610      393.5750      177.7790      248.6337      -106.2820
-0.1665      215.9760      499.8110      283.8350      393.4510      177.4750      248.3817      -106.3600
-0.1675      216.1970      499.8020      283.6050      393.3620      177.1650      248.1250      -106.4400
-0.1685      216.4280      499.9120      283.4840      393.1920      176.7640      247.9107      -106.7200
-0.1685      216.6010      499.8110      283.2100      393.1390      176.5380      247.6527      -106.6720
-0.1695      216.7960      499.7650      282.9690      393.1230      176.3270      247.4217      -106.6420
-0.1705      216.9830      499.8480      282.8650      392.9770      175.9940      247.2413      -106.8710
-0.1705      217.1710      499.8760      282.7050      392.8700      175.6990      247.0363      -107.0060
-0.1715      217.3800      499.8020      282.4220      392.7550      175.3750      246.7397      -107.0470
-0.1725      217.5790      499.8300      282.2510      392.6360      175.0570      246.5197      -107.1940
-0.1725      217.7480      499.7750      282.0270      392.6050      174.8570      246.3037      -107.1700
-0.1735      217.9540      499.8300      281.8760      392.4520      174.4980      246.0833      -107.3780
-0.1745      218.1480      499.8110      281.6630      392.3850      174.2370      245.8543      -107.4260
-0.1745      218.3730      499.8300      281.4570      392.3170      173.9440      245.6193      -107.5130
-0.1755      218.5530      499.8670      281.3140      392.2360      173.6830      245.4370      -107.6310
-0.1755      218.7920      499.8850      281.0930      392.1920      173.4000      245.1953      -107.6930
-0.1765      218.9750      499.8110      280.8360      392.0800      173.1050      244.9257      -107.7310
-0.1775      219.1480      499.8200      280.6720      392.0120      172.8640      244.7360      -107.8080
-0.1775      219.3280      499.8840      280.5560      391.9400      172.6120      244.5747      -107.9440
-0.1785      219.5120      499.7840      280.2720      391.8670      172.3550      244.2997      -107.9170
-0.1795      219.7100      499.7920      280.0820      391.7730      172.0630      244.0757      -108.0190
-0.1795      219.9090      499.8200      279.9110      391.6270      171.7180      243.8467      -108.1930
-0.1805      220.0710      499.8210      279.7500      391.5870      171.5160      243.6720      -108.2340
-0.1815      220.2540      499.7740      279.5200      391.5160      171.2620      243.4340      -108.2580
-0.1815      220.4530      499.7930      279.3400      391.4400      170.9870      243.2223      -108.3530
-0.1825      220.6150      499.7930      279.1780      391.3710      170.7560      243.0373      -108.4220
-0.1825      220.8020      499.7930      278.9910      391.2470      170.4450      242.8090      -108.5460
-0.1836      220.9930      499.8110      278.8180      391.1450      170.1520      242.5960      -108.6660
-0.1846      221.1510      499.7830      278.6320      391.0410      169.8900      242.3847      -108.7420
-0.1846      221.3350      499.8300      278.4950      390.9770      169.6420      242.2107      -108.8530
-0.1856      221.4930      499.8200      278.3270      390.9060      169.4130      242.0223      -108.9140
-0.1866      221.6800      499.8020      278.1220      390.8150      169.1350      241.7930      -108.9870
-0.1866      221.8970      499.7650      277.8680      390.7330      168.8360      241.5240      -109.0320
-0.1876      222.0370      499.7840      277.7470      390.6740      168.6370      241.3770      -109.1100
-0.1876      222.2280      499.7650      277.5370      390.6160      168.3880      241.1540      -109.1490
-0.1886      222.4450      499.7470      277.3020      390.5790      168.1340      240.9127      -109.1680
-0.1896      222.6070      499.8390      277.2320      390.4720      167.8650      240.7763      -109.3670
-0.1896      222.7570      499.7650      277.0080      390.3750      167.6180      240.5447      -109.3900
-0.1906      222.9480      499.8470      276.8990      390.1760      167.2280      240.3420      -109.6710
-0.1906      223.1100      499.7280      276.6180      390.1260      167.0160      240.0840      -109.6020
-0.1916      223.2830      499.8480      276.5650      390.0630      166.7800      239.9700      -109.7850
-0.1926      223.4920      499.8290      276.3370      389.9900      166.4980      239.7240      -109.8390
-0.1926      223.6730      499.8480      276.1750      389.9220      166.2490      239.5330      -109.9260
-0.1936      223.8820      499.9210      276.0390      389.7810      165.8990      239.3257      -110.1400
-0.1936      224.0840      499.7560      275.6720      389.7380      165.6540      238.9993      -110.0180
-0.1946      224.2530      499.7830      275.5300      389.7090      165.4560      238.8387      -110.0740
-0.1956      224.4370      499.8390      275.4020      389.6350      165.1980      238.6673      -110.2040
-0.1966      224.6350      499.8470      275.2120      389.5880      164.9530      238.4590      -110.2590
-0.1966      224.8080      499.8390      275.0310      389.4560      164.6480      238.2367      -110.3830
-0.1976      224.9880      499.8570      274.8690      389.3610      164.3730      238.0370      -110.4960
-0.1986      225.1680      499.9030      274.7350      389.2490      164.0810      237.8503      -110.6540
-0.1986      225.3410      499.7740      274.4330      389.2120      163.8710      237.5790      -110.5620
-0.1996      225.5250      499.7380      274.2130      389.1580      163.6330      237.3530      -110.5800
-0.2006      225.7310      499.8020      274.0710      389.0780      163.3470      237.1630      -110.7240
-0.2006      225.9180      499.8110      273.8930      389.0000      163.0820      236.9560      -110.8110
-0.2016      226.1130      499.8020      273.6890      388.9680      162.8550      236.7443      -110.8340
-0.2026      226.2820      499.8110      273.5290      388.8890      162.6070      236.5550      -110.9220
-0.2036      226.4770      499.8210      273.3440      388.7920      162.3150      236.3343      -111.0290
-0.2036      226.6790      499.8570      273.1780      388.7630      162.0840      236.1467      -111.0940
-0.2046      226.8550      499.8200      272.9650      388.6970      161.8420      235.9240      -111.1230
-0.2056      227.0240      499.8570      272.8330      388.5540      161.5300      235.7320      -111.3030
-0.2056      227.2490      499.7930      272.5440      388.5330      161.2840      235.4573      -111.2600
-0.2066      227.4360      499.8290      272.3930      388.4650      161.0290      235.2717      -111.3640
-0.2076      227.6240      499.7840      272.1600      388.4460      160.8220      235.0473      -111.3380
-0.2076      227.8180      499.7650      271.9470      388.4020      160.5840      234.8260      -111.3630
-0.2086      228.0170      499.7750      271.7580      388.3960      160.3790      234.6317      -111.3790
-0.2096      228.2410      499.7560      271.5150      388.3410      160.1000      234.3767      -111.4150
-0.2096      228.4280      499.8200      271.3920      388.1820      159.7540      234.1793      -111.6380
-0.2106      228.5980      499.7840      271.1860      388.1680      159.5700      233.9807      -111.6160
-0.2116      228.7700      499.8480      271.0780      388.1560      159.3860      233.8473      -111.6920
-0.2116      228.9580      499.8110      270.8530      388.0850      159.1270      233.6110      -111.7260
-0.2126      229.1860      499.8300      270.6440      388.0110      158.8250      233.3710      -111.8190
-0.2136      229.3440      499.7560      270.4120      387.9180      158.5740      233.1327      -111.8380
